sample	cluster	assembled	match	pct_id	ctg_cov	known_var	novel_var
ERX3462087	LpsA	yes	yes	93.39	15.9	no	yes
ERX3462087	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	219.1	no	yes
ERX3462087	hmrM	yes	yes	99.93	67.2	no	yes
ERX3462088	LpsA	yes	yes	98.44	58.5	no	yes
ERX3462088	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	237.4	no	yes
ERX3462088	hmrM	yes	yes	94.41	31.4	no	yes
ERX3462089	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	197.5	no	yes
ERX3462089	hmrM	yes	yes	94.7	33.5	no	yes
ERX3462090	hmrM	yes	yes	94.48	35.3	no	yes
ERX3462094	Pasteurella_multocida_16S	yes_nonunique	yes	94.47	209.4	no	yes
ERX3462094	hmrM	yes	yes	94.27	30.7	no	yes
ERX3462095	Haemophilus_influenzae_PBP3	yes	yes	95.96	40.0	yes	yes
ERX3462095	LpsA	yes	yes	93.78	12.8	no	yes
ERX3462095	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	220.1	no	yes
ERX3462095	hmrM	yes	yes	99.64	61.4	no	yes
ERX3462096	hmrM	yes	yes	94.48	26.8	no	yes
ERX3462100	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	302.6	no	yes
ERX3462100	hmrM	yes	yes	94.34	31.0	no	yes
ERX3462102	hmrM	yes	yes	94.48	30.8	no	yes
ERX3462103	LpsA	yes	yes	98.31	49.0	no	yes
ERX3462103	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	241.4	no	yes
ERX3462103	hmrM	yes	yes	94.41	31.7	no	yes
ERX3462104	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	314.3	no	yes
ERX3462104	hmrM	yes	yes	94.48	33.1	no	yes
ERX3462105	LpsA	yes	yes	98.44	56.5	no	yes
ERX3462105	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	244.3	no	yes
ERX3462105	hmrM	yes	yes	94.62	32.8	no	yes
ERX3462106	Haemophilus_influenzae_PBP3	yes	yes	95.96	40.7	yes	yes
ERX3462106	LpsA	yes	yes	93.69	16.5	no	yes
ERX3462106	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	303.4	no	yes
ERX3462106	TEM_-	yes	yes	99.88	1222.2	no	yes
ERX3462106	hmrM	yes	yes	99.64	67.8	no	yes
ERX3462107	Haemophilus_influenzae_PBP3	yes	yes	96.34	47.2	yes	yes
ERX3462107	LpsA	yes	yes	93.13	21.9	no	yes
ERX3462107	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	203.2	no	yes
ERX3462107	hmrM	yes	yes	98.14	58.4	no	yes
ERX3462108	Haemophilus_influenzae_PBP3	yes	yes	96.45	44.1	yes	yes
ERX3462108	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	245.4	no	yes
ERX3462108	hmrM	yes	yes	94.55	31.2	no	yes
ERX3462110	LpsA	yes	yes	93.64	19.6	no	yes
ERX3462110	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	308.0	no	yes
ERX3462110	hmrM	yes	yes	94.19	31.9	no	yes
ERX3462118	LpsA	yes	yes	98.05	49.8	no	yes
ERX3462118	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	345.6	no	yes
ERX3462118	hmrM	yes	yes	96.77	45.0	no	yes
ERX3462119	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	236.6	no	yes
ERX3462119	hmrM	yes	yes	94.41	33.2	no	yes
ERX3462124	LpsA	yes	yes	98.05	49.0	no	yes
ERX3462124	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	239.3	no	yes
ERX3462124	hmrM	yes	yes	94.55	34.1	no	yes
ERX3462125	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	267.3	no	yes
ERX3462125	hmrM	yes	yes	94.41	35.4	no	yes
ERX3462129	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	182.6	no	yes
ERX3462129	hmrM	yes	yes	94.34	30.6	no	yes
ERX3462130	LpsA	yes	yes	98.05	60.2	no	yes
ERX3462130	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	383.2	no	yes
ERX3462130	hmrM	yes	yes	94.55	27.7	no	yes
ERX3462131	hmrM	yes	yes	94.41	27.8	no	yes
ERX3462132	LpsA	yes	yes	98.05	66.8	no	yes
ERX3462132	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	359.3	no	yes
ERX3462132	hmrM	yes	yes	94.55	28.9	no	yes
ERX3462133	hmrM	yes	yes	94.48	32.5	no	yes
ERX3462134	Pasteurella_multocida_16S	yes	yes	95.24	173.4	no	yes
ERX3462134	hmrM	yes	yes	98.92	62.3	no	yes
ERX3462139	LpsA	yes	yes	99.35	46.5	no	no
ERX3462139	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	201.0	no	yes
ERX3462139	hmrM	yes	yes	94.55	33.7	no	yes
ERX3462140	LpsA	yes	yes	99.48	53.9	no	yes
ERX3462140	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	328.9	no	yes
ERX3462140	hmrM	yes	yes	94.34	29.9	no	yes
ERX3462141	hmrM	yes	yes	94.41	38.8	no	yes
ERX3462142	LpsA	yes	yes	99.22	59.3	no	yes
ERX3462142	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	297.7	no	yes
ERX3462142	hmrM	yes	yes	94.48	31.9	no	yes
ERX3462149	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	191.7	no	yes
ERX3462149	hmrM	yes	yes	94.7	33.7	no	yes
ERX3462150	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	285.4	no	yes
ERX3462150	hmrM	yes	yes	94.48	31.7	no	yes
ERX3462151	Haemophilus_influenzae_PBP3	yes	yes	98.2	55.3	yes	yes
ERX3462151	LpsA	yes	yes	98.05	64.2	no	yes
ERX3462151	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	334.5	no	yes
ERX3462151	hmrM	yes	yes	94.48	30.7	no	yes
ERX3462152	Haemophilus_influenzae_PBP3	yes	yes	96.45	47.1	yes	yes
ERX3462152	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	340.2	no	yes
ERX3462152	hmrM	yes	yes	98.21	61.0	no	yes
ERX3462162	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	208.4	no	yes
ERX3462162	hmrM	yes	yes	98.71	53.5	no	yes
ERX3462163	LpsA	yes	yes	98.44	58.7	no	yes
ERX3462163	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	322.3	no	yes
ERX3462163	hmrM	yes	yes	94.41	35.2	no	yes
ERX3462164	hmrM	yes	yes	94.41	31.0	no	yes
ERX3462167	LpsA	yes	yes	98.31	40.2	no	yes
ERX3462167	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	249.1	no	yes
ERX3462167	TEM_-	yes	yes	99.88	714.3	no	yes
ERX3462167	hmrM	yes	yes	97.49	51.0	no	yes
ERX3462168	LpsA	yes	yes	98.44	42.0	no	yes
ERX3462168	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	190.8	no	yes
ERX3462168	hmrM	yes	yes	94.48	27.9	no	yes
ERX3462169	LpsA	yes	yes	99.35	55.4	no	yes
ERX3462169	hmrM	yes	yes	94.84	27.9	no	yes
ERX3462170	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	244.3	no	yes
ERX3462170	hmrM	yes	yes	94.62	34.2	no	yes
ERX3462171	Haemophilus_influenzae_PBP3	yes	yes	97.71	51.7	yes	yes
ERX3462171	LpsA	yes	yes	98.83	51.4	no	yes
ERX3462171	Pasteurella_multocida_16S	yes_nonunique	yes	95.37	279.6	no	yes
ERX3462171	hmrM	yes	yes	94.48	33.1	no	yes
ERX3462172	LpsA	yes	yes	99.61	47.7	no	no
ERX3462172	Pasteurella_multocida_16S	yes_nonunique	yes	95.56	248.8	no	yes
ERX3462172	hmrM	yes	yes	94.77	32.4	no	yes
ERX3462173	Haemophilus_influenzae_PBP3	yes	yes	96.18	44.3	yes	yes
ERX3462173	LpsA	yes	yes	94.35	18.7	no	yes
ERX3462173	Pasteurella_multocida_16S	yes_nonunique	yes	94.79	174.6	no	yes
ERX3462173	hmrM	yes	yes	99.5	60.5	no	yes
ERX3462175	LpsA	yes	yes	97.61	42.1	no	yes
ERX3462175	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	318.6	no	yes
ERX3462175	TEM_-	yes	yes	99.88	53.7	no	yes
ERX3462175	hmrM	yes	yes	98.92	52.9	no	yes
ERX3462176	LpsA	yes	yes	99.35	56.4	no	no
ERX3462176	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	340.2	no	yes
ERX3462176	hmrM	yes	yes	94.34	29.4	no	yes
ERX3462185	Pasteurella_multocida_16S	yes_nonunique	yes	95.24	202.7	no	yes
ERX3462185	hmrM	yes	yes	98.92	55.7	no	yes
ERX3462186	LpsA	yes	yes	93.51	12.1	no	yes
ERX3462186	Pasteurella_multocida_16S	yes_nonunique	yes	94.66	212.4	no	yes
ERX3462186	hmrM	yes	yes	96.63	44.6	no	yes
ERX3462189	LpsA	yes	yes	97.61	34.6	no	yes
ERX3462189	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	270.1	no	yes
ERX3462189	TEM_-	yes	yes	99.88	83.8	no	yes
ERX3462189	hmrM	yes	yes	98.92	56.3	no	yes
ERX3462197	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	385.4	no	yes
ERX3462197	hmrM	yes	yes	97.99	49.6	no	yes
ERX3462198	LpsA	yes	yes	98.57	49.6	no	yes
ERX3462198	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	243.2	no	yes
ERX3462198	hmrM	yes	yes	94.7	33.9	no	yes
ERX3462199	LpsA	yes	yes	98.44	54.8	no	yes
ERX3462199	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	396.3	no	yes
ERX3462199	hmrM	yes	yes	99.93	55.1	no	yes
ERX3462200	LpsA	yes	yes	100.0	66.7	no	no
ERX3462200	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	315.1	no	yes
ERX3462200	hmrM	yes	yes	94.48	30.9	no	yes
ERX3462201	LpsA	yes	yes	98.05	59.8	no	yes
ERX3462201	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	380.5	no	yes
ERX3462201	hmrM	yes	yes	96.77	42.7	no	yes
ERX3462212	LpsA	yes	yes	94.81	32.5	no	yes
ERX3462212	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	267.5	no	yes
ERX3462212	hmrM	yes	yes	94.48	33.5	no	yes
ERX3462213	Haemophilus_influenzae_PBP3	yes	yes	95.96	35.3	yes	yes
ERX3462213	LpsA	yes	yes	93.78	13.0	no	yes
ERX3462213	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	174.3	no	yes
ERX3462213	TEM_-	yes	yes	99.88	1234.1	no	yes
ERX3462213	hmrM	yes	yes	99.64	69.7	no	yes
ERX3462221	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	325.3	no	yes
ERX3462221	hmrM	yes	yes	94.48	34.9	no	yes
ERX3462226	LpsA	yes	yes	93.3	19.1	no	yes
ERX3462226	hmrM	yes	yes	94.48	34.5	no	yes
ERX3462227	Haemophilus_influenzae_PBP3	yes	yes	96.45	50.5	yes	yes
ERX3462227	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	226.8	no	yes
ERX3462227	hmrM	yes	yes	94.55	25.4	no	yes
ERX3462229	LpsA	yes	yes	99.35	52.4	no	yes
ERX3462229	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	331.9	no	yes
ERX3462229	hmrM	yes	yes	94.34	31.7	no	yes
ERX3462233	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	320.9	no	yes
ERX3462233	hmrM	yes	yes	94.55	32.0	no	yes
ERX3462234	Pasteurella_multocida_16S	yes_nonunique	yes	95.24	236.7	no	yes
ERX3462234	hmrM	yes	yes	98.92	59.7	no	yes
ERX3462235	hmrM	yes	yes	94.48	30.9	no	yes
ERX3462236	Haemophilus_influenzae_PBP3	yes	yes	96.18	42.7	yes	yes
ERX3462236	hmrM	yes	yes	94.48	28.1	no	yes
ERX3462239	Haemophilus_influenzae_PBP3	yes	yes	95.96	44.1	yes	yes
ERX3462239	LpsA	yes	yes	93.78	13.0	no	yes
ERX3462239	Pasteurella_multocida_16S	yes_nonunique	yes	95.24	208.7	no	yes
ERX3462239	hmrM	yes	yes	99.64	55.4	no	yes
ERX3462240	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	234.6	no	yes
ERX3462240	hmrM	yes	yes	94.48	33.0	no	yes
ERX3462245	LpsA	yes	yes	93.39	14.1	no	yes
ERX3462245	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	214.6	no	yes
ERX3462245	hmrM	yes	yes	99.93	61.4	no	yes
ERX3462260	hmrM	yes	yes	94.48	29.5	no	yes
ERX3462261	Pasteurella_multocida_16S	yes_nonunique	yes	95.24	227.8	no	yes
ERX3462261	hmrM	yes	yes	98.92	60.1	no	yes
ERX3462268	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	225.8	no	yes
ERX3462268	hmrM	yes	yes	94.7	31.2	no	yes
ERX3462277	LpsA	yes	yes	93.39	12.1	no	yes
ERX3462277	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	200.1	no	yes
ERX3462277	hmrM	yes	yes	99.93	60.8	no	yes
ERX3462278	APH_3___Ia	yes	yes	100.0	106.3	no	no
ERX3462278	APH_3____Ib	yes	yes	99.75	76.7	no	yes
ERX3462278	APH_6__Id	yes	yes	99.88	58.3	no	yes
ERX3462278	LpsA	yes	yes	94.22	17.3	no	yes
ERX3462278	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	325.0	no	yes
ERX3462278	TEM_-	yes	yes	99.88	68.9	no	yes
ERX3462278	catII	yes	yes	99.69	75.4	no	yes
ERX3462278	hmrM	yes	yes	94.41	33.7	no	yes
ERX3462278	sul2	yes	yes	99.63	61.9	no	yes
ERX3462278	tet_B_	yes	yes	99.83	71.4	no	yes
ERX3462279	Haemophilus_influenzae_PBP3	yes	yes	95.96	42.6	yes	yes
ERX3462279	LpsA	yes	yes	93.78	13.7	no	yes
ERX3462279	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	223.1	no	yes
ERX3462279	TEM_-	yes	yes	99.88	1325.7	no	yes
ERX3462279	hmrM	yes	yes	99.64	60.4	no	yes
ERX3462284	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	196.8	no	yes
ERX3462284	hmrM	yes	yes	96.77	42.7	no	yes
ERX3462285	APH_3____Ib	yes_nonunique	yes	99.75	195.1	no	yes
ERX3462285	LpsA	yes	yes	97.61	33.5	no	yes
ERX3462285	TEM_-	yes_nonunique	yes	99.88	185.0	no	yes
ERX3462285	hmrM	yes	yes	98.92	65.9	no	yes
ERX3462285	sul2	yes	yes	100.0	70.7	no	no
ERX3462285	tet_B_	yes	yes	99.83	68.2	no	yes
ERX3462292	LpsA	yes	yes	98.44	56.6	no	yes
ERX3462292	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	248.5	no	yes
ERX3462292	hmrM	yes	yes	94.41	28.7	no	yes
ERX3462293	LpsA	yes	yes	99.61	57.9	no	no
ERX3462293	Pasteurella_multocida_16S	yes_nonunique	yes	95.56	178.9	no	yes
ERX3462293	hmrM	yes	yes	94.77	37.7	no	yes
ERX3462294	APH_3____Ib	yes	yes	99.88	60.7	no	yes
ERX3462294	APH_6__Id	yes	yes	99.88	52.3	no	yes
ERX3462294	Haemophilus_influenzae_PBP3	yes	yes	97.71	40.9	yes	yes
ERX3462294	LpsA	yes	yes	94.03	24.8	no	yes
ERX3462294	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	358.1	no	yes
ERX3462294	TEM_-	yes	yes	100.0	57.7	no	no
ERX3462294	hmrM	yes	yes	94.48	24.9	no	yes
ERX3462294	sul2	yes	yes	100.0	57.1	no	no
ERX3462294	tet_B_	yes	yes	99.83	61.1	no	yes
ERX3462296	Haemophilus_influenzae_PBP3	yes	yes	97.49	58.6	yes	yes
ERX3462296	Pasteurella_multocida_16S	yes_nonunique	yes	95.37	223.0	no	yes
ERX3462296	hmrM	yes	yes	94.48	31.3	no	yes
ERX3462297	LpsA	yes	yes	98.31	49.1	no	yes
ERX3462297	Pasteurella_multocida_16S	yes_nonunique	yes	95.56	230.7	no	yes
ERX3462297	hmrM	yes	yes	94.41	31.5	no	yes
ERX3462298	Haemophilus_influenzae_PBP3	yes	yes	98.2	57.8	yes	yes
ERX3462298	LpsA	yes	yes	98.05	54.9	no	yes
ERX3462298	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	352.3	no	yes
ERX3462298	hmrM	yes	yes	94.48	27.2	no	yes
ERX3462304	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	287.4	no	yes
ERX3462304	hmrM	yes	yes	96.77	46.6	no	yes
ERX3462305	LpsA	yes	yes	99.48	46.7	no	yes
ERX3462305	hmrM	yes	yes	94.77	35.3	no	yes
ERX3462306	LpsA	yes	yes	98.44	55.1	no	yes
ERX3462306	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	355.8	no	yes
ERX3462306	hmrM	yes	yes	94.62	34.4	no	yes
ERX3462307	LpsA	yes	yes	99.22	58.0	no	yes
ERX3462307	Pasteurella_multocida_16S	yes_nonunique	yes	95.55	313.7	no	yes
ERX3462307	hmrM	yes_nonunique	yes	94.48	28.9	no	yes
ERX3462312	hmrM	yes	yes	94.27	28.6	no	yes
ERX3462317	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	199.5	no	yes
ERX3462317	hmrM	yes	yes	94.62	32.7	no	yes
ERX3462320	Haemophilus_influenzae_PBP3	yes	yes	95.04	41.7	yes	yes
ERX3462320	Pasteurella_multocida_16S	yes_nonunique	yes	95.4	184.3	no	yes
ERX3462320	hmrM	yes	yes	94.48	25.9	no	yes
ERX3462324	LpsA	yes	yes	98.44	56.0	no	yes
ERX3462324	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	278.6	no	yes
ERX3462324	hmrM	yes	yes	94.41	34.5	no	yes
ERX3462325	Haemophilus_influenzae_PBP3	yes	yes	96.67	48.5	yes	yes
ERX3462325	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	321.8	no	yes
ERX3462325	hmrM	yes	yes	97.13	45.8	no	yes
ERX3462326	LpsA	yes	yes	93.51	11.7	no	yes
ERX3462326	Pasteurella_multocida_16S	yes_nonunique	yes	94.59	284.6	no	yes
ERX3462326	hmrM	yes	yes	96.63	46.1	no	yes
ERX3462327	LpsA	yes	yes	98.44	53.2	no	yes
ERX3462327	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	292.5	no	yes
ERX3462327	hmrM	yes	yes	94.62	31.6	no	yes
ERX3462331	Haemophilus_influenzae_PBP3	yes	yes	97.6	57.3	yes	yes
ERX3462331	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	297.6	no	yes
ERX3462331	hmrM	yes	yes	94.7	33.1	no	yes
ERX3462332	Haemophilus_influenzae_PBP3	yes	yes	96.18	40.9	yes	yes
ERX3462332	LpsA	yes	yes	94.35	21.8	no	yes
ERX3462332	Pasteurella_multocida_16S	yes_nonunique	yes	94.79	309.7	no	yes
ERX3462332	hmrM	yes	yes	99.5	56.3	no	yes
ERX3462333	hmrM	yes	yes	94.41	35.4	no	yes
ERX3470855	hmrM	yes	yes	94.41	30.2	no	yes
ERX3470856	LpsA	yes	yes	99.35	64.0	no	yes
ERX3470856	Pasteurella_multocida_16S	yes_nonunique	yes	95.3	388.2	no	yes
ERX3470856	hmrM	yes	yes	96.77	36.9	no	yes
ERX3470859	Pasteurella_multocida_16S	yes_nonunique	yes	95.24	199.1	no	yes
ERX3470859	hmrM	yes	yes	98.92	54.1	no	yes
ERX3529703	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	420.6	no	yes
ERX3529703	hmrM	yes	yes	96.77	46.3	no	yes
ERX3529704	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	557.7	no	yes
ERX3529704	hmrM	yes	yes	94.48	32.5	no	yes
ERX3529778	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	331.5	no	yes
ERX3529778	hmrM	yes	yes	96.77	48.3	no	yes
ERX3529779	Haemophilus_influenzae_PBP3	yes	yes	95.96	43.3	yes	yes
ERX3529779	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	320.8	no	yes
ERX3529779	hmrM	yes	yes	99.93	63.7	no	yes
ERX3529780	Haemophilus_influenzae_PBP3	yes	yes	96.62	54.8	yes	yes
ERX3529780	LpsA	yes	yes	96.28	25.3	no	yes
ERX3529780	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	369.4	no	yes
ERX3529780	hmrM	yes	yes	94.48	32.7	no	yes
ERX3529781	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	316.1	no	yes
ERX3529781	hmrM	yes	yes	96.77	48.4	no	yes
ERX3529782	hmrM	yes	yes	94.41	37.6	no	yes
ERX3529783	LpsA	yes	yes	98.31	58.7	no	yes
ERX3529783	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	325.5	no	yes
ERX3529783	TEM_-	yes	yes	99.88	55.4	no	yes
ERX3529783	hmrM	yes	yes	96.77	42.7	no	yes
ERX3529784	Pasteurella_multocida_16S	yes	yes	95.36	291.3	no	yes
ERX3529784	hmrM	yes	yes	94.19	28.8	no	yes
ERX3529785	Haemophilus_influenzae_PBP3	yes	yes	96.62	51.8	yes	yes
ERX3529785	LpsA	yes	yes	96.28	31.3	no	yes
ERX3529785	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	350.9	no	yes
ERX3529785	hmrM	yes	yes	94.48	35.9	no	yes
ERX3529786	Haemophilus_influenzae_PBP3	yes	yes	95.96	47.9	yes	yes
ERX3529786	LpsA	yes	yes	93.69	10.1	no	yes
ERX3529786	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	342.9	no	yes
ERX3529786	hmrM	yes	yes	99.64	66.2	no	yes
ERX3529787	LpsA	yes	yes	94.03	13.6	no	yes
ERX3529787	Pasteurella_multocida_16S	yes_nonunique	yes	95.3	347.1	no	yes
ERX3529787	hmrM	yes	yes	94.41	38.8	no	yes
ERX3529788	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	357.0	no	yes
ERX3529788	TEM_-	yes	yes	99.88	1606.0	no	yes
ERX3529788	hmrM	yes	yes	98.06	54.1	no	yes
ERX3529789	LpsA	yes	yes	94.22	17.2	no	yes
ERX3529789	Pasteurella_multocida_16S	yes_nonunique	yes	95.5	423.7	no	yes
ERX3529789	hmrM	yes	yes	97.42	56.4	no	yes
ERX3529790	LpsA	yes	yes	99.35	45.5	no	no
ERX3529790	hmrM	yes	yes	94.34	35.8	no	yes
ERX3529791	Pasteurella_multocida_16S	yes_nonunique	yes	94.53	354.4	no	yes
ERX3529791	hmrM	yes	yes	96.99	44.4	no	yes
ERX3529792	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	356.9	no	yes
ERX3529792	hmrM	yes	yes	97.99	60.0	no	yes
ERX3529793	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	375.1	no	yes
ERX3529793	hmrM	yes	yes	96.77	48.3	no	yes
ERX3529794	LpsA	yes	yes	99.22	41.6	no	yes
ERX3529794	Pasteurella_multocida_16S	yes_nonunique	yes	95.75	356.9	no	yes
ERX3529794	hmrM	yes	yes	94.7	37.9	no	yes
ERX3529801	Pasteurella_multocida_16S	yes_nonunique	yes	95.62	396.3	no	yes
ERX3529801	hmrM	yes	yes	94.48	31.9	no	yes
ERX3529802	LpsA	yes	yes	94.05	16.9	no	yes
ERX3529802	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	333.9	no	yes
ERX3529802	hmrM	yes	yes	94.48	34.6	no	yes
ERX3529803	LpsA	yes	yes	93.92	12.7	no	yes
ERX3529803	TEM_-	yes	yes	99.88	59.7	no	yes
ERX3529803	hmrM	yes	yes	94.77	28.4	no	yes
ERX3529804	Pasteurella_multocida_16S	yes_nonunique	yes	95.2	378.0	no	yes
ERX3529804	hmrM	yes	yes	94.48	30.7	no	yes
ERX3529805	LpsA	yes	yes	99.35	41.5	no	yes
ERX3529805	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	282.0	no	yes
ERX3529805	hmrM	yes	yes	95.84	41.3	no	yes
ERX3529806	LpsA	yes	yes	99.48	48.3	no	yes
ERX3529806	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	310.1	no	yes
ERX3529806	hmrM	yes	yes	94.34	25.9	no	yes
ERX3529807	LpsA	yes	yes	94.05	15.1	no	yes
ERX3529807	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	374.4	no	yes
ERX3529807	hmrM	yes	yes	94.48	36.3	no	yes
ERX3529808	LpsA	yes	yes	94.18	14.2	no	yes
ERX3529808	Pasteurella_multocida_16S	yes_nonunique	yes	95.44	349.7	no	yes
ERX3529808	hmrM	yes	yes	94.48	32.1	no	yes
ERX3529809	LpsA	yes	yes	100.0	46.6	no	no
ERX3529809	Pasteurella_multocida_16S	yes_nonunique	yes	95.38	336.0	no	yes
ERX3529809	TEM_-	yes	yes	99.88	57.8	no	yes
ERX3529809	hmrM	yes	yes	94.48	31.9	no	yes
ERX3529810	Haemophilus_influenzae_PBP3	yes	yes	95.96	50.3	yes	yes
ERX3529810	LpsA	yes	yes	93.78	14.3	no	yes
ERX3529810	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	341.0	no	yes
ERX3529810	TEM_-	yes	yes	99.88	60.1	no	yes
ERX3529810	hmrM	yes	yes	99.64	65.7	no	yes
ERX3529811	Haemophilus_influenzae_PBP3	yes	yes	95.96	46.6	yes	yes
ERX3529811	LpsA	yes	yes	93.78	14.0	no	yes
ERX3529811	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	292.0	no	yes
ERX3529811	TEM_-	yes	yes	99.88	49.3	no	yes
ERX3529811	hmrM	yes	yes	99.64	69.1	no	yes
ERX3529812	LpsA	yes	yes	99.48	52.9	no	yes
ERX3529812	Pasteurella_multocida_16S	yes	yes	95.62	305.3	no	yes
ERX3529812	hmrM	yes	yes	94.7	35.7	no	yes
ERX3529813	LpsA	yes	yes	94.05	15.8	no	yes
ERX3529813	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	302.4	no	yes
ERX3529813	hmrM	yes	yes	94.48	38.3	no	yes
ERX3529814	LpsA	yes	yes	99.22	40.6	no	yes
ERX3529814	Pasteurella_multocida_16S	yes	yes	95.68	262.1	no	yes
ERX3529814	TEM_-	yes	yes	99.88	636.4	no	yes
ERX3529814	hmrM	yes	yes	94.48	32.9	no	yes
ERX3529815	Haemophilus_influenzae_PBP3	yes	yes	95.96	44.5	yes	yes
ERX3529815	LpsA	yes	yes	93.78	15.7	no	yes
ERX3529815	Pasteurella_multocida_16S	yes_nonunique	yes	95.17	277.8	no	yes
ERX3529815	hmrM	yes	yes	99.64	68.7	no	yes
ERX3529816	Pasteurella_multocida_16S	yes_nonunique	yes	95.36	302.6	no	yes
ERX3529816	hmrM	yes	yes	97.99	54.1	no	yes
ERX3529817	LpsA	yes	yes	97.61	42.6	no	yes
ERX3529817	Pasteurella_multocida_16S	yes_nonunique	yes	95.49	323.1	no	yes
ERX3529817	hmrM	yes	yes	94.41	29.9	no	yes
ERX3529818	LpsA	yes	yes	99.22	41.7	no	yes
ERX3529818	Pasteurella_multocida_16S	yes_nonunique	yes	95.68	404.0	no	yes
ERX3529818	hmrM	yes	yes	94.41	31.8	no	yes
ERX3529819	Pasteurella_multocida_16S	yes_nonunique	yes	95.43	301.7	no	yes
ERX3529819	hmrM	yes	yes	94.41	30.3	no	yes
