query	reference	ani	mapped_fragments	total_fragments
ERX3434894	GA81666	97.2209	524	581
ERX3462199	GA81666	97.2209	525	564
ERX3291311	GA81666	97.2208	542	599
ERX3291173	GA81666	97.2207	529	571
SRX4551990	GA81666	97.2207	548	586
ERX2804038	GA81666	97.2206	545	590
ERX3332008	GA81666	97.2205	533	574
ERX3291034	GA81666	97.2203	553	614
ERX3291504	GA81666	97.2202	529	569
ERX3291437	GA81666	97.2201	525	584
ERX3529818	GA81666	97.22	552	593
SRX6602195	GA81666	97.22	537	572
ERX2804009	GA81666	97.2199	543	588
ERX3332568	GA81666	97.2198	552	625
ERX2579051	GA81666	97.2197	548	624
ERX3332314	GA81666	97.2195	519	558
ERX3434527	GA81666	97.2194	542	614
ERX3291041	GA81666	97.2191	520	561
ERX3435067	GA81666	97.2186	557	605
ERX3332701	GA81666	97.2185	515	562
ERX3332810	GA81666	97.2185	535	575
ERX3529778	GA81666	97.2185	543	607
ERX3462151	GA81666	97.2184	559	608
ERX3291182	GA81666	97.2183	518	560
ERX3332087	GA81666	97.2181	558	619
ERX2803962	GA81666	97.218	528	566
GCF_003425465	GA81666	97.2178	560	611
SRX6601728	GA81666	97.2178	549	596
ERX3332305	GA81666	97.2175	504	542
ERX2260777	GA81666	97.2174	533	588
ERX3332565	GA81666	97.2174	527	567
ERX3332343	GA81666	97.2172	553	618
ERX3332201	GA81666	97.217	529	567
ERX3434788	GA81666	97.2168	551	608
ERX3434016	GA81666	97.2166	552	629
ERX3435781	GA81666	97.2166	537	604
ERX3529841	GA81666	97.2166	564	618
GA71438	GA81666	97.2165	563	634
ERX3332758	GA81666	97.2164	507	548
ERX3332720	GA81666	97.2163	541	585
GCF_000165575	GA81666	97.2163	557	606
ERX2260787	GA81666	97.2159	537	597
SRX761719	GA81666	97.2158	545	590
ERX2260813	GA81666	97.2157	569	610
ERX3434778	GA81666	97.2157	555	599
ERX3435190	GA81666	97.2154	564	613
ERX3291248	GA81666	97.2153	536	588
ERX3291302	GA81666	97.2152	547	600
ERX3332187	GA81666	97.2149	535	574
SRX6602070	GA81666	97.2148	556	595
ERX3291037	GA81666	97.2145	548	610
ERX3434837	GA81666	97.2145	522	560
ERX2260912	GA81666	97.2143	545	590
ERX2260749	GA81666	97.2142	552	626
ERX3602243	GA81666	97.2142	537	591
ERX3435501	GA81666	97.214	551	608
ERX2260832	GA81666	97.2139	551	593
ERX2260911	GA81666	97.2139	542	584
SRX1136411	GA81666	97.2137	550	593
SRX4551901	GA81666	97.2137	543	603
SRX6601843	GA81666	97.2136	543	605
ERX3433948	GA81666	97.2133	517	554
ERX3434984	GA81666	97.2132	522	559
ERX3435061	GA81666	97.2132	553	603
ERX3434735	GA81666	97.2131	536	583
ERX3434940	GA81666	97.2131	544	588
ERX3435198	GA81666	97.2129	501	959
SRX6601680	GA81666	97.2128	559	599
ERX3332365	GA81666	97.2127	508	546
ERX3332553	GA81666	97.2126	530	575
SRX6601626	GA81666	97.2125	563	633
ERX3291429	GA81666	97.2123	534	594
ERX2579124	GA81666	97.2122	544	600
ERX2260886	GA81666	97.2118	519	571
ERX3291117	GA81666	97.2118	537	589
ERX3462278	GA81666	97.2117	541	611
ERX3435118	GA81666	97.2114	529	590
ERX3529861	GA81666	97.2114	545	607
ERX3291310	GA81666	97.211	552	612
ERX3448921	GA81666	97.2106	529	582
ERX4159243	GA81666	97.2106	535	592
SRX7845439	GA81666	97.2105	550	592
ERX3332406	GA81666	97.2102	536	575
ERX3462298	GA81666	97.2102	558	607
ERX101266	GA81666	97.2101	534	571
SRX4551935	GA81666	97.21	560	579
ERX3914193	GA81666	97.2099	537	575
ERX3462124	GA81666	97.2095	538	579
ERX3291119	GA81666	97.2094	502	541
ERX3602165	GA81666	97.2094	567	634
ERX3435583	GA81666	97.2089	537	591
ERX3435454	GA81666	97.2086	542	582
ERX3529793	GA81666	97.2084	549	594
ERX3435647	GA81666	97.208	519	557
SRX7574174	GA81666	97.2077	541	590
ERX3332610	GA81666	97.2076	557	625
ERX3332752	GA81666	97.2076	540	589
ERX3448928	GA81666	97.2076	528	586
ERX3332707	GA81666	97.2075	533	582
ERX3434808	GA81666	97.2072	540	606
GA62730	GA81666	97.2072	539	589
ERX3332744	GA81666	97.2071	551	602
ERX3435107	GA81666	97.2071	554	600
SRX7845455	GA81666	97.2071	556	622
ERX3332531	GA81666	97.207	488	515
ERX3332572	GA81666	97.2069	547	620
ERX3332074	GA81666	97.2067	538	578
ERX3291089	GA81666	97.2066	541	598
ERX3332555	GA81666	97.2066	532	573
ERX3435655	GA81666	97.2064	547	604
ERX2260690	GA81666	97.2063	541	588
ERX3332432	GA81666	97.2063	537	580
ERX3332811	GA81666	97.206	503	547
ERX3435463	GA81666	97.2058	532	575
ERX3332016	GA81666	97.2057	542	578
ERX3332602	GA81666	97.2057	545	620
ERX3434140	GA81666	97.2057	536	613
ERX2260816	GA81666	97.2052	527	592
ERX3435206	GA81666	97.2051	551	606
ERX2260948	GA81666	97.205	531	566
ERX3332098	GA81666	97.205	533	575
ERX3435178	GA81666	97.2048	527	589
SRX6602163	GA81666	97.2046	549	603
ERX3435177	GA81666	97.2044	560	602
ERX3435179	GA81666	97.2043	565	616
ERX3434015	GA81666	97.204	558	601
ERX3434693	GA81666	97.2037	553	594
ERX3291401	GA81666	97.2036	517	554
ERX3332133	GA81666	97.2035	508	556
ERX3291423	GA81666	97.2034	541	596
ERX3602184	GA81666	97.2034	540	577
ERX3602176	GA81666	97.2033	561	610
ERX3332151	GA81666	97.2032	534	575
ERX3433946	GA81666	97.2032	559	610
ERX3332659	GA81666	97.2029	528	567
ERX101272	GA81666	97.2027	544	585
ERX3332600	GA81666	97.2027	552	622
ERX3332205	GA81666	97.2022	550	608
ERX3434953	GA81666	97.2016	555	609
SRX1715124	GA81666	97.2013	550	618
ERX3291231	GA81666	97.2012	521	556
ERX3332792	GA81666	97.2012	502	533
ERX4159245	GA81666	97.201	554	639
ERX3332329	GA81666	97.2009	506	538
ERX3332089	GA81666	97.2008	554	616
ERX3291183	GA81666	97.2006	521	554
ERX3332768	GA81666	97.2006	499	536
ERX2260888	GA81666	97.2005	528	573
SRX4576167	GA81666	97.2005	557	625
ERX3332356	GA81666	97.2004	549	615
SRX6602252	GA81666	97.2004	552	633
ERX3332429	GA81666	97.2003	531	567
ERX3970905	GA81666	97.2001	528	580
ERX3291445	GA81666	97.2	523	566
ERX3435464	GA81666	97.2	564	616
ERX2260857	GA81666	97.1999	534	576
ERX3435528	GA81666	97.1999	553	609
SRX9274411	GA81666	97.1997	507	553
ERX3332237	GA81666	97.1995	538	574
ERX3914309	GA81666	97.1994	550	589
ERX3434555	GA81666	97.1991	566	626
SRX6602191	GA81666	97.199	567	621
ERX3332738	GA81666	97.1988	544	589
ERX2260771	GA81666	97.1987	517	560
ERX3291229	GA81666	97.1987	542	596
SRX4551946	GA81666	97.1986	533	570
SRX6602184	GA81666	97.1986	560	626
ERX3332328	GA81666	97.1985	510	546
SRX6602055	GA81666	97.1985	538	576
ERX3914274	GA81666	97.1984	546	605
SRX4576164	GA81666	97.1983	559	623
ERX3332726	GA81666	97.1982	524	568
ERX2260695	GA81666	97.1981	524	581
ERX3291305	GA81666	97.198	547	612
SRX6602171	GA81666	97.1979	551	595
ERX3434733	GA81666	97.1978	554	608
ERX4159171	GA81666	97.1978	537	576
ERX3332482	GA81666	97.1977	517	576
ERX3529819	GA81666	97.1977	557	610
SRX4576192	GA81666	97.1977	545	584
ERX3332119	GA81666	97.1976	538	592
ERX2579065	GA81666	97.1975	539	597
ERX3291462	GA81666	97.1973	541	594
ERX3435162	GA81666	97.1973	555	596
ERX3435658	GA81666	97.1969	550	611
ERX3291456	GA81666	97.1968	556	617
ERX3291564	GA81666	97.1968	543	594
ERX3291583	GA81666	97.1968	547	596
ERX3332212	GA81666	97.1968	502	532
ERX101220	GA81666	97.1967	535	585
GCF_900638105	GA81666	97.1963	579	649
ERX3332344	GA81666	97.1961	558	622
ERX3602168	GA81666	97.1961	535	581
GCF_000012185	GA81666	97.1959	568	638
ERX3448809	GA81666	97.1958	555	595
ERX3462200	GA81666	97.1955	545	590
ERX3332226	GA81666	97.1954	544	586
ERX3332489	GA81666	97.1953	515	557
ERX3435002	GA81666	97.1953	544	583
ERX3435181	GA81666	97.1951	565	617
ERX3291449	GA81666	97.195	545	590
ERX3435530	GA81666	97.195	548	602
ERX3291580	GA81666	97.1949	485	517
ERX3332105	GA81666	97.1949	545	586
ERX3435507	GA81666	97.1946	556	599
ERX3332652	GA81666	97.1945	540	582
ERX2579099	GA81666	97.1943	544	594
ERX3435215	GA81666	97.1942	540	570
GA81563	GA81666	97.1942	554	611
ERX3332613	GA81666	97.1941	526	566
SRX6601887	GA81666	97.1941	544	601
SRX7845424	GA81666	97.194	541	584
ERX3332684	GA81666	97.1939	530	578
ERX3291470	GA81666	97.1938	556	616
ERX3332122	GA81666	97.1938	524	565
ERX3332236	GA81666	97.1938	534	594
SRX761723	GA81666	97.1938	536	584
ERX3291313	GA81666	97.1937	549	605
GA78640	GA81666	97.1937	570	613
ERX3332614	GA81666	97.1936	532	569
SRX4576176	GA81666	97.1933	543	585
ERX3332238	GA81666	97.1928	529	586
ERX3332444	GA81666	97.1928	505	537
ERX3970969	GA81666	97.1927	537	581
GA60512	GA81666	97.1926	548	607
SRX6601699	GA81666	97.1926	549	609
ERX3332338	GA81666	97.1923	539	601
ERX3291166	GA81666	97.192	511	552
ERX3332117	GA81666	97.1918	539	583
ERX3332142	GA81666	97.1918	524	568
ERX3332435	GA81666	97.1917	553	593
ERX3434352	GA81666	97.1916	556	596
ERX3332176	GA81666	97.1914	542	580
SRX6601751	GA81666	97.1914	562	634
ERX3435060	GA81666	97.191	543	583
ERX3291312	GA81666	97.1907	544	600
ERX3434952	GA81666	97.1907	544	584
ERX3291176	GA81666	97.1906	534	569
ERX101217	GA81666	97.1905	549	596
ERX3291035	GA81666	97.1905	554	612
ERX2803993	GA81666	97.1903	525	558
ERX2260901	GA81666	97.1901	534	575
ERX3462037	GA81666	97.1899	556	616
ERX3332083	GA81666	97.1898	540	578
ERX3291151	GA81666	97.1897	541	588
ERX3332360	GA81666	97.1897	531	569
ERX3291080	GA81666	97.1896	548	602
ERX3433995	GA81666	97.1895	542	584
ERX101290	GA81666	97.1894	539	571
ERX3332814	GA81666	97.1894	550	597
ERX3291100	GA81666	97.1893	551	602
ERX2260865	GA81666	97.189	545	594
ERX3332164	GA81666	97.1888	547	593
ERX3448784	GA81666	97.1887	555	614
ERX3332434	GA81666	97.1885	551	619
SRX6602100	GA81666	97.1885	554	608
ERX2579040	GA81666	97.1881	554	618
ERX101219	GA81666	97.1878	548	597
SRX4551983	GA81666	97.1878	547	601
ERX3448916	GA81666	97.1876	546	612
ERX101258	GA81666	97.1874	546	592
ERX3291186	GA81666	97.1874	506	537
ERX3970983	GA81666	97.1874	527	585
ERX3331965	GA81666	97.1873	533	575
ERX3435188	GA81666	97.1872	563	615
ERX3332167	GA81666	97.1861	494	539
ERX2260811	GA81666	97.1859	538	575
ERX3332180	GA81666	97.1858	530	569
ERX3332416	GA81666	97.1858	551	615
ERX3332695	GA81666	97.1856	548	598
ERX3291471	GA81666	97.1855	546	605
ERX3435173	GA81666	97.1855	551	594
ERX3332403	GA81666	97.1849	542	586
ERX3435450	GA81666	97.1848	536	581
ERX3332331	GA81666	97.1844	541	581
ERX3332661	GA81666	97.1842	545	608
ERX3435531	GA81666	97.1842	531	594
ERX3291444	GA81666	97.1841	546	585
ERX3291562	GA81666	97.1841	542	590
ERX3462277	GA81666	97.1839	559	621
SRX1081770	GA81666	97.1839	544	583
ERX3448853	GA81666	97.1838	545	582
ERX3291079	GA81666	97.1837	540	593
ERX3435116	GA81666	97.1837	544	584
ERX3332195	GA81666	97.1835	531	565
GA67536	GA81666	97.1834	535	583
ERX3291571	GA81666	97.1833	546	596
ERX3332294	GA81666	97.1832	528	565
GA62624	GA81666	97.1831	546	608
ERX3291450	GA81666	97.183	548	591
SRX6601738	GA81666	97.1829	563	610
ERX3448849	GA81666	97.1827	536	577
ERX3914392	GA81666	97.1827	554	595
ERX3332234	GA81666	97.1826	531	575
ERX3332391	GA81666	97.1825	525	566
ERX3291454	GA81666	97.1824	552	589
ERX4159234	GA81666	97.1822	546	606
ERX3332175	GA81666	97.1819	558	622
ERX3332594	GA81666	97.1819	543	582
ERX3332413	GA81666	97.1818	534	575
ERX3332418	GA81666	97.1816	480	533
ERX3291148	GA81666	97.1815	538	580
ERX3332080	GA81666	97.1815	545	591
ERX3332222	GA81666	97.1815	537	578
ERX3434919	GA81666	97.1815	545	585
ERX2260824	GA81666	97.1813	527	563
SRX6601783	GA81666	97.1813	545	582
ERX3291241	GA81666	97.1811	533	574
ERX3332499	GA81666	97.1807	539	580
ERX3435800	GA81666	97.1807	544	583
ERX101249	GA81666	97.1806	536	578
SRX6601716	GA81666	97.1805	553	616
ERX3291446	GA81666	97.1804	549	594
GA56273	GA81666	97.1803	544	600
ERX101273	GA81666	97.1802	548	596
ERX2260902	GA81666	97.1802	539	576
ERX2260774	GA81666	97.1801	531	566
ERX3332748	GA81666	97.18	542	588
SRX6601638	GA81666	97.1798	545	602
ERX3434685	GA81666	97.1796	549	606
SRX6601914	GA81666	97.1795	544	601
ERX3332169	GA81666	97.1792	548	591
ERX3914378	GA81666	97.179	550	608
GA87607	GA81666	97.179	549	595
ERX3332192	GA81666	97.1789	538	569
ERX3332665	GA81666	97.1788	552	596
ERX101207	GA81666	97.1786	537	584
ERX3434454	GA81666	97.1785	543	590
ERX3291308	GA81666	97.1784	516	566
ERX3448746	GA81666	97.1783	544	584
ERX4159246	GA81666	97.1783	538	594
GA87077	GA81666	97.1783	537	577
ERX3332246	GA81666	97.1779	526	564
SRX6601866	GA81666	97.1777	550	594
ERX3434240	GA81666	97.1771	538	578
ERX3435707	GA81666	97.1771	541	618
ERX3332557	GA81666	97.1769	542	581
SRX6602259	GA81666	97.1769	542	580
ERX3332067	GA81666	97.1767	537	595
ERX3602196	GA81666	97.1767	551	593
ERX3291288	GA81666	97.1765	533	587
ERX3332156	GA81666	97.1764	529	573
ERX3602229	GA81666	97.1764	549	608
ERX3434946	GA81666	97.1762	544	583
ERX3434810	GA81666	97.1761	540	580
ERX3291459	GA81666	97.1759	535	572
ERX3435191	GA81666	97.1759	549	603
ERX3291038	GA81666	97.1758	556	617
ERX3435182	GA81666	97.1757	563	614
ERX3332204	GA81666	97.1756	526	572
ERX3435105	GA81666	97.1756	549	610
ERX3291314	GA81666	97.1755	552	611
ERX101282	GA81666	97.1754	540	575
ERX3291097	GA81666	97.1754	541	590
ERX3291404	GA81666	97.1754	545	609
ERX3291303	GA81666	97.1753	544	596
ERX3332149	GA81666	97.1753	534	578
ERX2260743	GA81666	97.1752	550	622
SRX1530120	GA81666	97.175	548	609
ERX3332570	GA81666	97.1748	544	591
ERX3435189	GA81666	97.1747	564	617
ERX3332076	GA81666	97.1746	540	579
ERX2260701	GA81666	97.1744	533	572
ERX3332143	GA81666	97.1743	546	593
ERX3291137	GA81666	97.1742	540	588
ERX3332249	GA81666	97.1742	539	577
ERX3434824	GA81666	97.1742	519	559
ERX3434874	GA81666	97.174	546	583
GA58008	GA81666	97.174	536	576
SRX6601854	GA81666	97.174	542	582
ERX3291171	GA81666	97.1739	535	578
GA67057	GA81666	97.1739	548	604
ERX3291447	GA81666	97.1734	552	594
ERX3332223	GA81666	97.1734	535	570
ERX3914394	GA81666	97.1734	549	588
ERX3332691	GA81666	97.1731	508	551
ERX3435065	GA81666	97.1731	545	585
ERX2260834	GA81666	97.1729	536	570
ERX3291230	GA81666	97.1729	561	621
ERX3434331	GA81666	97.1729	523	564
ERX2579072	GA81666	97.1728	555	610
ERX3332490	GA81666	97.1722	511	572
ERX2804025	GA81666	97.1718	542	573
ERX3914397	GA81666	97.1718	540	577
ERX3291149	GA81666	97.1715	537	583
ERX3332332	GA81666	97.1715	530	578
ERX3291036	GA81666	97.1711	554	607
ERX3291244	GA81666	97.1711	542	580
ERX2260776	GA81666	97.1709	537	578
ERX3331967	GA81666	97.1709	535	572
GA83973	GA81666	97.1709	542	599
ERX3332598	GA81666	97.1707	534	571
ERX3332630	GA81666	97.1706	511	544
ERX3435085	GA81666	97.1705	544	585
ERX3332712	GA81666	97.1704	546	597
ERX3434806	GA81666	97.1702	551	590
ERX3332070	GA81666	97.1701	548	610
ERX3332388	GA81666	97.1701	526	555
SRX6602214	GA81666	97.17	547	609
ERX3291453	GA81666	97.1699	543	583
SRX4576172	GA81666	97.1699	548	632
ERX3462140	GA81666	97.1698	556	635
ERX3332341	GA81666	97.1694	556	621
ERX3332655	GA81666	97.1694	550	609
ERX2260844	GA81666	97.1691	540	586
ERX2803959	GA81666	97.1691	547	591
ERX2803966	GA81666	97.1691	508	558
ERX3332072	GA81666	97.1689	534	573
ERX3461973	GA81666	97.1689	545	583
SRX6601936	GA81666	97.1688	543	586
SRX6601617	GA81666	97.1686	542	582
ERX3291405	GA81666	97.1685	546	590
ERX3332071	GA81666	97.1685	531	586
ERX3435160	GA81666	97.1685	543	603
ERX3332199	GA81666	97.1683	549	603
ERX3332743	GA81666	97.1683	550	602
ERX3332287	GA81666	97.1681	505	554
ERX3434048	GA81666	97.1681	543	584
GA83957	GA81666	97.1679	544	600
ERX3332182	GA81666	97.1677	555	617
ERX3434231	GA81666	97.1677	528	576
SRX4551995	GA81666	97.1676	551	586
ERX3332121	GA81666	97.1674	547	587
ERX3434718	GA81666	97.1674	537	595
ERX2260846	GA81666	97.1673	524	561
ERX3448969	GA81666	97.1672	546	592
ERX3291238	GA81666	97.1671	541	582
ERX3332807	GA81666	97.1671	524	561
ERX3434745	GA81666	97.1671	552	590
ERX3291304	GA81666	97.1668	544	605
ERX3435197	GA81666	97.1667	525	570
SRX6602142	GA81666	97.1667	547	602
ERX3434865	GA81666	97.1666	547	603
ERX3291184	GA81666	97.1662	504	532
ERX3332366	GA81666	97.166	531	568
GA58694	GA81666	97.1657	540	601
GCF_000165525	GA81666	97.1653	579	644
ERX3332521	GA81666	97.1652	547	588
ERX3434428	GA81666	97.1652	540	587
ERX3435073	GA81666	97.1652	543	599
ERX3435596	GA81666	97.1652	545	590
ERX3332734	GA81666	97.1649	551	599
ERX3434851	GA81666	97.1647	557	609
ERX3434987	GA81666	97.1647	544	583
ERX3448856	GA81666	97.1646	551	589
ERX3435164	GA81666	97.1643	559	617
ERX3332230	GA81666	97.1641	551	593
SRX6602138	GA81666	97.1641	544	587
ERX2804005	GA81666	97.1637	553	595
ERX3332798	GA81666	97.1636	505	541
ERX101222	GA81666	97.1634	532	567
ERX2260928	GA81666	97.1634	532	569
ERX3435465	GA81666	97.1632	525	595
ERX3291301	GA81666	97.1628	545	602
ERX3914417	GA81666	97.1625	542	588
SRX7845457	GA81666	97.1625	542	599
ERX3434249	GA81666	97.1623	545	604
ERX2803935	GA81666	97.162	530	577
ERX3332368	GA81666	97.162	539	577
ERX3332620	GA81666	97.162	535	593
SRX4551986	GA81666	97.162	550	617
ERX3602162	GA81666	97.1619	545	604
GCF_003425765	GA81666	97.1618	568	611
GA67780	GA81666	97.1615	551	593
ERX3434926	GA81666	97.1614	543	613
SRX4551954	GA81666	97.1613	550	579
ERX3291237	GA81666	97.1612	538	576
ERX2260711	GA81666	97.161	541	585
ERX3291395	GA81666	97.161	540	581
SRX1715118	GA81666	97.161	533	596
SRX6601953	GA81666	97.161	547	590
ERX3291246	GA81666	97.1609	536	577
ERX3602245	GA81666	97.1609	544	584
SRX6601766	GA81666	97.1609	557	613
ERX2260719	GA81666	97.1606	545	599
ERX3331963	GA81666	97.1606	534	574
ERX3435652	GA81666	97.1606	540	594
ERX3462052	GA81666	97.1606	538	578
SRX6601852	GA81666	97.1606	539	579
ERX3914435	GA81666	97.1605	560	610
ERX3291455	GA81666	97.1604	548	590
ERX3291111	GA81666	97.1602	525	565
GA60397	GA81666	97.1602	545	601
ERX3332495	GA81666	97.16	545	584
SRX1081710	GA81666	97.16	535	594
ERX3332256	GA81666	97.1598	493	522
ERX3332679	GA81666	97.1597	537	597
SRX6601928	GA81666	97.1596	551	600
ERX3291129	GA81666	97.1594	534	577
SRX6602167	GA81666	97.1593	547	601
ERX3602170	GA81666	97.1592	549	582
GA64938	GA81666	97.1591	562	630
ERX3435166	GA81666	97.159	568	617
ERX3434956	GA81666	97.1589	557	615
ERX3291233	GA81666	97.1588	538	577
ERX3332242	GA81666	97.1588	536	577
ERX2579123	GA81666	97.1587	547	603
ERX3332823	GA81666	97.1587	543	588
SRX4551992	GA81666	97.1587	529	569
ERX3291315	GA81666	97.1584	556	611
ERX3332761	GA81666	97.1584	536	576
ERX2260835	GA81666	97.1583	546	603
ERX3434750	GA81666	97.1582	542	599
ERX101226	GA81666	97.158	548	594
ERX3332312	GA81666	97.158	533	571
ERX3332327	GA81666	97.158	518	558
ERX3435818	GA81666	97.158	557	622
ERX3332641	GA81666	97.1579	545	582
ERX3434177	GA81666	97.1578	555	614
SRX6602014	GA81666	97.1578	549	608
ERX3332520	GA81666	97.1575	539	580
ERX3435010	GA81666	97.1575	555	614
ERX2260843	GA81666	97.1574	519	571
ERX3435730	GA81666	97.1573	539	596
SRX4551925	GA81666	97.157	536	606
ERX3529866	GA81666	97.1569	565	634
ERX3332771	GA81666	97.1568	504	548
ERX3332472	GA81666	97.1565	541	580
SRX7845435	GA81666	97.1565	544	582
ERX3332597	GA81666	97.1564	546	608
ERX3332161	GA81666	97.1562	560	621
ERX3332218	GA81666	97.1562	551	615
ERX3435506	GA81666	97.1562	539	598
ERX3448780	GA81666	97.1562	538	592
ERX3332577	GA81666	97.156	545	583
ERX3332449	GA81666	97.1559	533	595
ERX3291236	GA81666	97.1557	539	579
ERX3291499	GA81666	97.1557	518	553
ERX3434365	GA81666	97.1553	523	568
ERX3462198	GA81666	97.1553	540	581
ERX3332309	GA81666	97.1552	542	581
SRX4576188	GA81666	97.155	542	590
ERX3434699	GA81666	97.1545	557	617
ERX2260713	GA81666	97.154	543	594
ERX2260808	GA81666	97.154	554	613
ERX3332370	GA81666	97.154	553	606
ERX3434171	GA81666	97.1539	559	619
ERX3434569	GA81666	97.1538	540	597
ERX3602180	GA81666	97.1538	543	584
ERX3434071	GA81666	97.1534	536	591
ERX3462331	GA81666	97.1533	538	598
ERX3435169	GA81666	97.1532	560	617
ERX3433972	GA81666	97.153	548	589
ERX2260752	GA81666	97.1529	550	594
ERX3332300	GA81666	97.1528	525	563
ERX3291418	GA81666	97.1527	531	591
ERX3462073	GA81666	97.1527	525	560
ERX3434766	GA81666	97.1522	541	596
ERX3435532	GA81666	97.1522	538	597
ERX3914318	GA81666	97.152	536	597
SRX6602164	GA81666	97.152	553	611
ERX3435457	GA81666	97.1519	540	597
ERX3434895	GA81666	97.1518	552	609
SRX6602037	GA81666	97.1516	557	620
ERX3332213	GA81666	97.1515	551	605
ERX3332806	GA81666	97.1515	528	570
ERX3435152	GA81666	97.1515	542	605
ERX4159236	GA81666	97.1515	545	608
ERX2803985	GA81666	97.1514	537	587
ERX3291082	GA81666	97.1514	553	597
ERX3332310	GA81666	97.1514	549	593
SRX4576210	GA81666	97.1509	544	588
ERX3435091	GA81666	97.1507	546	582
ERX3291324	GA81666	97.1506	527	569
ERX3291416	GA81666	97.1505	541	582
ERX3435656	GA81666	97.1505	545	589
ERX3332144	GA81666	97.1502	521	555
ERX3435129	GA81666	97.1502	534	595
ERX3291433	GA81666	97.1501	540	597
ERX3332350	GA81666	97.15	547	614
ERX3434538	GA81666	97.15	542	579
ERX3434878	GA81666	97.15	549	614
ERX2579081	GA81666	97.1499	557	601
ERX3434818	GA81666	97.1499	529	574
ERX3291164	GA81666	97.1498	547	592
SRX6602091	GA81666	97.1498	542	583
ERX2260899	GA81666	97.1497	532	570
ERX3332208	GA81666	97.1495	523	560
ERX3591616	GA81666	97.1495	542	583
SRX4551941	GA81666	97.1495	548	602
SRX6601619	GA81666	97.1491	549	601
ERX2260869	GA81666	97.1489	543	591
ERX3332815	GA81666	97.1489	544	586
ERX3291457	GA81666	97.1488	510	544
ERX3332289	GA81666	97.1487	492	541
ERX3434758	GA81666	97.1487	538	596
ERX3914358	GA81666	97.1487	554	615
ERX3448782	GA81666	97.1486	536	581
ERX3332100	GA81666	97.1485	561	624
ERX3291033	GA81666	97.1484	558	617
ERX3291316	GA81666	97.1481	555	616
ERX3332066	GA81666	97.1479	542	600
SRX4551959	GA81666	97.1478	535	584
ERX3332448	GA81666	97.1476	538	582
ERX3434726	GA81666	97.1475	544	593
ERX3914474	GA81666	97.1475	541	590
ERX3435108	GA81666	97.1474	530	576
ERX3434120	GA81666	97.1473	540	596
ERX3435003	GA81666	97.1473	522	576
ERX3291122	GA81666	97.1472	526	565
ERX2804001	GA81666	97.1471	541	576
ERX3291084	GA81666	97.147	551	603
ERX3434825	GA81666	97.147	540	604
ERX3332358	GA81666	97.1469	546	607
ERX3435216	GA81666	97.1469	540	602
ERX3914449	GA81666	97.1469	549	606
ERX101237	GA81666	97.1467	535	574
GCF_003351445	GA81666	97.1467	557	620
SRX1715120	GA81666	97.1467	516	569
ERX3332558	GA81666	97.1466	541	581
ERX3332217	GA81666	97.1465	532	566
ERX3435042	GA81666	97.1464	526	595
SRX4551894	GA81666	97.1463	542	598
ERX3291144	GA81666	97.1462	547	591
ERX3434300	GA81666	97.1461	542	580
ERX3529794	GA81666	97.1459	551	604
ERX3448968	GA81666	97.1457	547	580
SRX7845443	GA81666	97.1457	535	581
ERX3291461	GA81666	97.1456	543	587
ERX3291476	GA81666	97.1455	503	539
ERX3332477	GA81666	97.1455	553	592
ERX3434709	GA81666	97.1455	548	608
SRX4551914	GA81666	97.1455	532	568
ERX2260910	GA81666	97.1454	536	589
ERX3434590	GA81666	97.1454	541	589
ERX3332260	GA81666	97.1452	534	577
ERX3449143	GA81666	97.1452	526	576
ERX3332617	GA81666	97.1451	553	595
ERX3332333	GA81666	97.1449	542	580
ERX3434114	GA81666	97.1449	545	596
ERX3434275	GA81666	97.1448	526	592
ERX4159235	GA81666	97.1447	540	603
ERX3602190	GA81666	97.1446	543	599
ERX3435079	GA81666	97.1445	527	580
ERX4159223	GA81666	97.1445	557	634
ERX3332135	GA81666	97.1444	445	473
ERX3434856	GA81666	97.1439	541	593
ERX4159241	GA81666	97.1438	545	602
ERX3332086	GA81666	97.1436	539	576
SRX1081779	GA81666	97.1436	537	581
ERX3529781	GA81666	97.1435	549	604
ERX3332073	GA81666	97.1434	557	614
SRX1081775	GA81666	97.1434	539	576
ERX3434787	GA81666	97.1431	546	592
SRX1081792	GA81666	97.1431	534	574
ERX3448792	GA81666	97.1429	525	575
ERX4159242	GA81666	97.1429	545	604
ERX3462307	GA81666	97.1428	548	597
ERX3291280	GA81666	97.1425	535	570
ERX3291118	GA81666	97.1424	540	582
ERX3331964	GA81666	97.1424	529	569
ERX3332304	GA81666	97.1423	542	582
ERX3332463	GA81666	97.1423	530	573
ERX3435110	GA81666	97.142	552	616
SRX6602005	GA81666	97.142	544	599
SRX4551909	GA81666	97.1418	527	571
ERX3434719	GA81666	97.1417	538	599
ERX3332325	GA81666	97.1416	544	582
SRX6602240	GA81666	97.1416	557	614
ERX3291398	GA81666	97.1415	544	585
ERX3332574	GA81666	97.1414	543	580
ERX3291486	GA81666	97.1412	532	572
ERX3435779	GA81666	97.1412	542	580
GA79016	GA81666	97.1412	540	585
ERX3332001	GA81666	97.1411	498	548
ERX3332085	GA81666	97.1405	467	515
ERX3435012	GA81666	97.1401	544	584
SRX6602206	GA81666	97.14	546	599
ERX3529809	GA81666	97.1397	541	603
ERX3529780	GA81666	97.1396	544	578
ERX2260892	GA81666	97.1395	543	599
