gene_family	percent_all	percent_c1	percent_c2	percent_neither	info	product	c1_samples	c2_camples	neither_samples	clusters
g01681	51.02	96.15	0.00	0	c1 only	site-specific integrase(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01535,GA81665_01573,GA81666_01495,GA83348_01431,GA83349_01294,GA83431_01265,GA83447_01433,GA83571_01269,GA83705_01573,GA83706_01634,GA83842A_01588,GA83842B_01556,GA83882_01592,GA87003_01555,GA87176_01297,GA87262_01616,GA87363_01296,GA87424_01057,GA87620_01263,GA87639_01622,GA87697_01264,GA91113_01350,GA91241_01129,GA91506_01264,GA95071_01009
g01839	51.02	96.15	0.00	0	c1 only	type II toxin-antitoxin system RelE/ParE family toxin(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01536,GA81665_01574,GA81666_01496,GA83348_01432,GA83349_01295,GA83431_01266,GA83447_01434,GA83571_01270,GA83705_01574,GA83706_01633,GA83842A_01589,GA83842B_01557,GA83882_01593,GA87003_01556,GA87176_01298,GA87262_01617,GA87363_01297,GA87424_01058,GA87620_01264,GA87639_01623,GA87697_01265,GA91113_01351,GA91241_01130,GA91506_01265,GA95071_01010
g01872	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01537,GA81665_01575,GA81666_01497,GA83348_01433,GA83349_01296,GA83431_01267,GA83447_01435,GA83571_01271,GA83705_01575,GA83706_01632,GA83842A_01590,GA83842B_01558,GA83882_01594,GA87003_01557,GA87176_01299,GA87262_01618,GA87363_01298,GA87424_01059,GA87620_01265,GA87639_01624,GA87697_01266,GA91113_01352,GA91241_01131,GA91506_01266,GA95071_01011
g01888	51.02	96.15	0.00	0	c1 only	membrane protein insertion efficiency factor YidD(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01538,GA81665_01576,GA81666_01498,GA83348_01434,GA83349_01297,GA83431_01268,GA83447_01436,GA83571_01272,GA83705_01576,GA83706_01631,GA83842A_01591,GA83842B_01559,GA83882_01595,GA87003_01558,GA87176_01300,GA87262_01619,GA87363_01299,GA87424_01060,GA87620_01266,GA87639_01625,GA87697_01267,GA91113_01353,GA91241_01132,GA91506_01267,GA95071_01012
g01867	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01539,GA81665_01577,GA81666_01499,GA83348_01435,GA83349_01298,GA83431_01269,GA83447_01437,GA83571_01273,GA83705_01577,GA83706_01630,GA83842A_01592,GA83842B_01560,GA83882_01596,GA87003_01559,GA87176_01301,GA87262_01620,GA87363_01300,GA87424_01061,GA87620_01267,GA87639_01626,GA87697_01268,GA91113_01354,GA91241_01133,GA91506_01268,GA95071_01013
g01788	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01540,GA81665_01578,GA81666_01500,GA83348_01436,GA83349_01299,GA83431_01270,GA83447_01438,GA83571_01274,GA83705_01578,GA83706_01629,GA83842A_01593,GA83842B_01561,GA83882_01597,GA87003_01560,GA87176_01302,GA87262_01621,GA87363_01301,GA87424_01062,GA87620_01268,GA87639_01627,GA87697_01269,GA91113_01355,GA91241_01134,GA91506_01269,GA95071_01014
g01791	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01541,GA81665_01579,GA81666_01501,GA83348_01437,GA83349_01300,GA83431_01271,GA83447_01439,GA83571_01275,GA83705_01579,GA83706_01628,GA83842A_01594,GA83842B_01562,GA83882_01598,GA87003_01561,GA87176_01303,GA87262_01622,GA87363_01302,GA87424_01063,GA87620_01269,GA87639_01628,GA87697_01270,GA91113_01356,GA91241_01135,GA91506_01270,GA95071_01015
g01895	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01542,GA81665_01580,GA81666_01502,GA83348_01438,GA83349_01301,GA83431_01272,GA83447_01440,GA83571_01276,GA83705_01580,GA83706_01627,GA83842A_01595,GA83842B_01563,GA83882_01599,GA87003_01562,GA87176_01304,GA87262_01623,GA87363_01303,GA87424_01064,GA87620_01270,GA87639_01629,GA87697_01271,GA91113_01357,GA91241_01136,GA91506_01271,GA95071_01016
g01861	51.02	96.15	0.00	0	c1 only	helix-turn-helix domain-containing protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01543,GA81665_01581,GA81666_01503,GA83348_01439,GA83349_01302,GA83431_01273,GA83447_01441,GA83571_01277,GA83705_01581,GA83706_01626,GA83842A_01596,GA83842B_01564,GA83882_01600,GA87003_01563,GA87176_01305,GA87262_01624,GA87363_01304,GA87424_01065,GA87620_01271,GA87639_01630,GA87697_01272,GA91113_01358,GA91241_01137,GA91506_01272,GA95071_01017
g01764	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01544,GA81665_01582,GA81666_01504,GA83348_01440,GA83349_01303,GA83431_01274,GA83447_01442,GA83571_01278,GA83705_01582,GA83706_01625,GA83842A_01597,GA83842B_01565,GA83882_01601,GA87003_01564,GA87176_01306,GA87262_01625,GA87363_01305,GA87424_01066,GA87620_01272,GA87639_01631,GA87697_01273,GA91113_01359,GA91241_01138,GA91506_01273,GA95071_01018
g01802	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01545,GA81665_01583,GA81666_01505,GA83348_01441,GA83349_01304,GA83431_01275,GA83447_01443,GA83571_01279,GA83705_01583,GA83706_01624,GA83842A_01598,GA83842B_01566,GA83882_01602,GA87003_01565,GA87176_01307,GA87262_01626,GA87363_01306,GA87424_01067,GA87620_01273,GA87639_01632,GA87697_01274,GA91113_01360,GA91241_01139,GA91506_01274,GA95071_01019
g01899	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01546,GA81665_01584,GA81666_01506,GA83348_01442,GA83349_01305,GA83431_01276,GA83447_01444,GA83571_01280,GA83705_01584,GA83706_01623,GA83842A_01599,GA83842B_01567,GA83882_01603,GA87003_01566,GA87176_01308,GA87262_01627,GA87363_01307,GA87424_01068,GA87620_01274,GA87639_01633,GA87697_01275,GA91113_01361,GA91241_01140,GA91506_01275,GA95071_01020
g01845	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01547,GA81665_01585,GA81666_01507,GA83348_01443,GA83349_01306,GA83431_01277,GA83447_01445,GA83571_01281,GA83705_01585,GA83706_01622,GA83842A_01600,GA83842B_01568,GA83882_01604,GA87003_01567,GA87176_01309,GA87262_01628,GA87363_01308,GA87424_01069,GA87620_01275,GA87639_01634,GA87697_01276,GA91113_01362,GA91241_01141,GA91506_01276,GA95071_01021
g01855	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01548,GA81665_01586,GA81666_01508,GA83348_01444,GA83349_01307,GA83431_01278,GA83447_01446,GA83571_01282,GA83705_01586,GA83706_01621,GA83842A_01601,GA83842B_01569,GA83882_01605,GA87003_01568,GA87176_01310,GA87262_01629,GA87363_01309,GA87424_01070,GA87620_01276,GA87639_01635,GA87697_01277,GA91113_01363,GA91241_01142,GA91506_01277,GA95071_01022
g01619	51.02	96.15	0.00	0	c1 only	replication endonuclease(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01549,GA81665_01587,GA81666_01509,GA83348_01445,GA83349_01308,GA83431_01279,GA83447_01447,GA83571_01283,GA83705_01587,GA83706_01620,GA83842A_01602,GA83842B_01570,GA83882_01606,GA87003_01569,GA87176_01311,GA87262_01630,GA87363_01310,GA87424_01071,GA87620_01277,GA87639_01636,GA87697_01278,GA91113_01364,GA91241_01143,GA91506_01278,GA95071_01023
g01829	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01550,GA81665_01588,GA81666_01510,GA83348_01446,GA83349_01309,GA83431_01280,GA83447_01448,GA83571_01284,GA83705_01588,GA83706_01619,GA83842A_01603,GA83842B_01571,GA83882_01607,GA87003_01570,GA87176_01312,GA87262_01631,GA87363_01311,GA87424_01072,GA87620_01278,GA87639_01637,GA87697_01279,GA91113_01365,GA91241_01144,GA91506_01279,GA95071_01024
g01758	51.02	96.15	0.00	0	c1 only	phage N-6-adenine-methyltransferase(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01551,GA81665_01589,GA81666_01511,GA83348_01447,GA83349_01310,GA83431_01281,GA83447_01449,GA83571_01285,GA83705_01589,GA83706_01618,GA83842A_01604,GA83842B_01572,GA83882_01608,GA87003_01571,GA87176_01313,GA87262_01632,GA87363_01312,GA87424_01073,GA87620_01279,GA87639_01638,GA87697_01280,GA91113_01366,GA91241_01145,GA91506_01280,GA95071_01025
g01796	51.02	96.15	0.00	0	c1 only	type II toxin-antitoxin system HicB family antitoxin(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01552,GA81665_01590,GA81666_01512,GA83348_01448,GA83349_01311,GA83431_01282,GA83447_01450,GA83571_01286,GA83705_01590,GA83706_01617,GA83842A_01605,GA83842B_01573,GA83882_01609,GA87003_01572,GA87176_01314,GA87262_01633,GA87363_01313,GA87424_01074,GA87620_01280,GA87639_01639,GA87697_01281,GA91113_01367,GA91241_01146,GA91506_01281,GA95071_01026
g01677	51.02	96.15	0.00	0	c1 only	phage portal protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01553,GA81665_01591,GA81666_01513,GA83348_01449,GA83349_01312,GA83431_01283,GA83447_01451,GA83571_01287,GA83705_01591,GA83706_01616,GA83842A_01606,GA83842B_01574,GA83882_01610,GA87003_01573,GA87176_01315,GA87262_01634,GA87363_01314,GA87424_01075,GA87620_01281,GA87639_01640,GA87697_01282,GA91113_01368,GA91241_01147,GA91506_01282,GA95071_01027
g01632	51.02	96.15	0.00	0	c1 only	terminase ATPase subunit family protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01554,GA81665_01592,GA81666_01514,GA83348_01450,GA83349_01313,GA83431_01284,GA83447_01452,GA83571_01288,GA83705_01592,GA83706_01615,GA83842A_01607,GA83842B_01575,GA83882_01611,GA87003_01574,GA87176_01316,GA87262_01635,GA87363_01315,GA87424_01076,GA87620_01282,GA87639_01641,GA87697_01283,GA91113_01369,GA91241_01148,GA91506_01283,GA95071_01028
g01695	51.02	96.15	0.00	0	c1 only	GPO family capsid scaffolding protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01555,GA81665_01593,GA81666_01515,GA83348_01451,GA83349_01314,GA83431_01285,GA83447_01453,GA83571_01289,GA83705_01593,GA83706_01614,GA83842A_01608,GA83842B_01576,GA83882_01612,GA87003_01575,GA87176_01317,GA87262_01636,GA87363_01316,GA87424_01077,GA87620_01283,GA87639_01642,GA87697_01284,GA91113_01370,GA91241_01149,GA91506_01284,GA95071_01029
g01682	51.02	96.15	0.00	0	c1 only	phage major capsid protein%2C P2 family(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01556,GA81665_01594,GA81666_01516,GA83348_01452,GA83349_01315,GA83431_01286,GA83447_01454,GA83571_01290,GA83705_01594,GA83706_01613,GA83842A_01609,GA83842B_01577,GA83882_01613,GA87003_01576,GA87176_01318,GA87262_01637,GA87363_01317,GA87424_01078,GA87620_01284,GA87639_01643,GA87697_01285,GA91113_01371,GA91241_01150,GA91506_01285,GA95071_01030
g01701	51.02	96.15	0.00	0	c1 only	terminase endonuclease subunit(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01557,GA81665_01595,GA81666_01517,GA83348_01453,GA83349_01316,GA83431_01287,GA83447_01455,GA83571_01291,GA83705_01595,GA83706_01612,GA83842A_01610,GA83842B_01578,GA83882_01614,GA87003_01577,GA87176_01319,GA87262_01638,GA87363_01318,GA87424_01079,GA87620_01285,GA87639_01644,GA87697_01286,GA91113_01372,GA91241_01151,GA91506_01286,GA95071_01031
g01781	51.02	96.15	0.00	0	c1 only	head completion/stabilization protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01558,GA81665_01596,GA81666_01518,GA83348_01454,GA83349_01317,GA83431_01288,GA83447_01456,GA83571_01292,GA83705_01596,GA83706_01611,GA83842A_01611,GA83842B_01579,GA83882_01615,GA87003_01578,GA87176_01320,GA87262_01639,GA87363_01319,GA87424_01080,GA87620_01286,GA87639_01645,GA87697_01287,GA91113_01373,GA91241_01152,GA91506_01287,GA95071_01032
g01769	51.02	96.15	0.00	0	c1 only	phage tail protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01559,GA81665_01597,GA81666_01519,GA83348_01455,GA83349_01318,GA83431_01289,GA83447_01457,GA83571_01293,GA83705_01597,GA83706_01610,GA83842A_01612,GA83842B_01580,GA83882_01616,GA87003_01579,GA87176_01321,GA87262_01640,GA87363_01320,GA87424_01081,GA87620_01287,GA87639_01646,GA87697_01288,GA91113_01374,GA91241_01153,GA91506_01288,GA95071_01033
g01723	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01560,GA81665_01598,GA81666_01520,GA83348_01456,GA83349_01319,GA83431_01290,GA83447_01458,GA83571_01294,GA83705_01598,GA83706_01609,GA83842A_01613,GA83842B_01581,GA83882_01617,GA87003_01580,GA87176_01322,GA87262_01641,GA87363_01321,GA87424_01082,GA87620_01288,GA87639_01647,GA87697_01289,GA91113_01375,GA91241_01154,GA91506_01289,GA95071_01034
g01907	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01561,GA81665_01599,GA81666_01521,GA83348_01457,GA83349_01320,GA83431_01291,GA83447_01459,GA83571_01295,GA83705_01599,GA83706_01608,GA83842A_01614,GA83842B_01582,GA83882_01618,GA87003_01581,GA87176_01323,GA87262_01642,GA87363_01322,GA87424_01083,GA87620_01289,GA87639_01648,GA87697_01290,GA91113_01376,GA91241_01155,GA91506_01290,GA95071_01035
g01671	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01562,GA81665_01600,GA81666_01522,GA83348_01458,GA83349_01321,GA83431_01292,GA83447_01460,GA83571_01296,GA83705_01600,GA83706_01607,GA83842A_01615,GA83842B_01583,GA83882_01619,GA87003_01582,GA87176_01324,GA87262_01643,GA87363_01323,GA87424_01084,GA87620_01290,GA87639_01649,GA87697_01291,GA91113_01377,GA91241_01156,GA91506_01291,GA95071_01036
g01782	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01563,GA81665_01601,GA81666_01523,GA83348_01459,GA83349_01322,GA83431_01293,GA83447_01461,GA83571_01297,GA83705_01601,GA83706_01606,GA83842A_01616,GA83842B_01584,GA83882_01620,GA87003_01583,GA87176_01325,GA87262_01644,GA87363_01324,GA87424_01085,GA87620_01291,GA87639_01650,GA87697_01292,GA91113_01378,GA91241_01157,GA91506_01292,GA95071_01037
g01864	51.02	96.15	0.00	0	c1 only	phage holin family protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01564,GA81665_01602,GA81666_01524,GA83348_01460,GA83349_01323,GA83431_01294,GA83447_01462,GA83571_01298,GA83705_01602,GA83706_01605,GA83842A_01617,GA83842B_01585,GA83882_01621,GA87003_01584,GA87176_01326,GA87262_01645,GA87363_01325,GA87424_01086,GA87620_01292,GA87639_01651,GA87697_01293,GA91113_01379,GA91241_01158,GA91506_01293,GA95071_01038
g01750	51.02	96.15	0.00	0	c1 only	lysozyme(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01565,GA81665_01603,GA81666_01525,GA83348_01461,GA83349_01324,GA83431_01295,GA83447_01463,GA83571_01299,GA83705_01603,GA83706_01604,GA83842A_01618,GA83842B_01586,GA83882_01622,GA87003_01585,GA87176_01327,GA87262_01646,GA87363_01326,GA87424_01087,GA87620_01293,GA87639_01652,GA87697_01294,GA91113_01380,GA91241_01159,GA91506_01294,GA95071_01039
g01820	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01566,GA81665_01604,GA81666_01526,GA83348_01462,GA83349_01325,GA83431_01296,GA83447_01464,GA83571_01300,GA83705_01604,GA83706_01603,GA83842A_01619,GA83842B_01587,GA83882_01623,GA87003_01586,GA87176_01328,GA87262_01647,GA87363_01327,GA87424_01088,GA87620_01294,GA87639_01653,GA87697_01295,GA91113_01381,GA91241_01160,GA91506_01295,GA95071_01040
g01835	51.02	96.15	0.00	0	c1 only	putative phage tail assembly chaperone(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01567,GA81665_01605,GA81666_01527,GA83348_01463,GA83349_01326,GA83431_01297,GA83447_01465,GA83571_01301,GA83705_01605,GA83706_01602,GA83842A_01620,GA83842B_01588,GA83882_01624,GA87003_01587,GA87176_01329,GA87262_01648,GA87363_01328,GA87424_01089,GA87620_01295,GA87639_01654,GA87697_01296,GA91113_01382,GA91241_01161,GA91506_01296,GA95071_01041
g01620	51.02	96.15	0.00	0	c1 only	phage tail tape measure protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01568,GA81665_01606,GA81666_01528,GA83348_01464,GA83349_01327,GA83431_01298,GA83447_01466,GA83571_01302,GA83705_01606,GA83706_01601,GA83842A_01621,GA83842B_01589,GA83882_01625,GA87003_01588,GA87176_01330,GA87262_01649,GA87363_01329,GA87424_01090,GA87620_01296,GA87639_01655,GA87697_01297,GA91113_01383,GA91241_01162,GA91506_01297,GA95071_01042
g01818	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01569,GA81665_01607,GA81666_01529,GA83348_01465,GA83349_01328,GA83431_01299,GA83447_01467,GA83571_01303,GA83705_01607,GA83706_01600,GA83842A_01622,GA83842B_01590,GA83882_01626,GA87003_01589,GA87176_01331,GA87262_01650,GA87363_01330,GA87424_01091,GA87620_01297,GA87639_01656,GA87697_01298,GA91113_01384,GA91241_01163,GA91506_01298,GA95071_01043
g01667	51.02	96.15	0.00	0	c1 only	baseplate J/gp47 family protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01570,GA81665_01608,GA81666_01530,GA83348_01466,GA83349_01329,GA83431_01300,GA83447_01468,GA83571_01304,GA83705_01608,GA83706_01599,GA83842A_01623,GA83842B_01591,GA83882_01627,GA87003_01590,GA87176_01332,GA87262_01651,GA87363_01331,GA87424_01092,GA87620_01298,GA87639_01657,GA87697_01299,GA91113_01385,GA91241_01164,GA91506_01299,GA95071_01044
g01756	51.02	96.15	0.00	0	c1 only	hypothetical protein(25)	GA60748,GA81665,GA81666,GA83348,GA83349,GA83431,GA83447,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01571,GA81665_01609,GA81666_01531,GA83348_01467,GA83349_01330,GA83431_01301,GA83447_01469,GA83571_01305,GA83705_01609,GA83706_01598,GA83842A_01624,GA83842B_01592,GA83882_01628,GA87003_01591,GA87176_01333,GA87262_01652,GA87363_01332,GA87424_01093,GA87620_01299,GA87639_01658,GA87697_01300,GA91113_01386,GA91241_01165,GA91506_01300,GA95071_01045
g01739	51.02	96.15	0.00	0	c1 only	ATP-binding cassette domain-containing protein(25)	GA60748,GA81665,GA81666,GA83349,GA83431,GA83447,GA83469,GA83571,GA83705,GA83706,GA83842A,GA83842B,GA83882,GA87003,GA87176,GA87262,GA87363,GA87424,GA87620,GA87639,GA87697,GA91113,GA91241,GA91506,GA95071			GA60748_01634,GA81665_01507,GA81666_01554,GA83349_01578,GA83431_01632,GA83447_01367,GA83469_01364,GA83571_01553,GA83705_01507,GA83706_01265,GA83842A_01522,GA83842B_01481,GA83882_01526,GA87003_01480,GA87176_01583,GA87262_01550,GA87363_01580,GA87424_01464,GA87620_01630,GA87639_01556,GA87697_01548,GA91113_01636,GA91241_01521,GA91506_01548,GA95071_01426
