sample	estimated_genome_size	is_paired	original_total_bp	original_coverage	original_read_total	original_read_min	original_read_mean	original_read_std	original_read_median	original_read_max	original_read_25th	original_read_75th	original_qual_min	original_qual_mean	original_qual_std	original_qual_max	original_qual_median	original_qual_25th	original_qual_75th	final_total_bp	final_coverage	final_read_total	final_read_min	final_read_mean	final_read_std	final_read_median	final_read_max	final_read_25th	final_read_75th	final_qual_min	final_qual_mean	final_qual_std	final_qual_max	final_qual_median	final_qual_25th	final_qual_75th	contig_non_acgtn	contig_percent_a	contig_percent_c	contig_percent_g	contig_percent_n	contig_percent_t	contigs_greater_100k	contigs_greater_10k	contigs_greater_1k	contigs_greater_1m	l50_contig_count	max_contig_length	mean_contig_length	median_contig_length	min_contig_length	n50_contig_length	num_contig_non_acgtn	percent_contigs_greater_100k	percent_contigs_greater_10k	percent_contigs_greater_1k	percent_contigs_greater_1m	total_contig	total_contig_length	annotation_organism	annotation_contigs	annotation_bases	annotation_CDS	annotation_gene	annotation_rRNA	annotation_tRNA	annotation_tmRNA	rank	reason	annotation_repeat_region
ERX3434962	1860196	True	360108726	193.586	2384826	151	151	0	151	151	151	151	12.500	37.445	3.820	40	39.500	36.500	40	186019635	100.000	1240530	35	149.952	1.428	150	150	150	150	13.500	37.488	3.798	40	39.500	36.500	40	0.00	31.14	18.86	18.98	0.00	31.03	6	16	22	0	4	478909	71649	28059	546	129353	0	24.00	64.00	88.00	0.00	25	1791231	Haemophilus influenzae strain	25	1791231	1699	1752	3	49	1	gold	passed all cutoffs	
ERX3434963	1860196	True	357838290	192.366	2369790	151	151	0	151	151	151	151	12.500	37.354	3.882	40	39	36.500	40	186019424	100.000	1240558	35	149.948	1.517	150	150	150	150	12.500	37.397	3.858	40	39	36.500	40	0.00	31.02	19.07	18.80	0.00	31.12	2	36	56	0	10	135937	29624	15019	539	65831	0	3.33	60.00	93.33	0.00	60	1777464	Haemophilus influenzae strain	60	1777464	1664	1716	4	47	1	gold	passed all cutoffs	
ERX3434964	1860196	True	371472986	199.696	2460086	151	151	0	151	151	151	151	14.500	37.308	3.894	40	39	36.500	40	186019574	100.000	1240450	35	149.961	1.141	150	150	150	150	14.500	37.363	3.857	40	39	36.500	40	0.00	31.06	18.91	18.93	0.00	31.11	7	13	16	0	3	555271	95610	49432	543	218844	0	36.84	68.42	84.21	0.00	19	1816601	Haemophilus influenzae strain	19	1816601	1729	1791	10	51	1	gold	passed all cutoffs	
ERX3434965	1860196	True	323246002	173.770	2140702	151	151	0	151	151	151	151	13.500	37.621	3.672	40	39.500	37	40	186019620	100.000	1240472	36	149.959	1.161	150	150	150	150	14.500	37.660	3.648	40	39.500	37	40	0.00	31.16	19.07	18.84	0.00	30.94	6	15	25	0	3	509974	72084	13092	969	249381	0	23.08	57.69	96.15	0.00	26	1874196	Haemophilus influenzae strain	26	1874196	1812	1867	6	48	1	gold	passed all cutoffs	
ERX3434966	1860196	True	306155218	164.582	2027518	151	151	0	151	151	151	151	13	37.547	3.758	40	39.500	36.500	40	186019724	100.000	1240560	35	149.948	1.512	150	150	150	150	13.500	37.583	3.740	40	39.500	36.500	40	0.00	31.12	19.07	18.92	0.00	30.89	9	17	22	0	4	464962	84466	62899	1003	123295	0	40.91	77.27	100.00	0.00	22	1858264	Haemophilus influenzae strain	22	1858264	1787	1844	7	49	1	gold	passed all cutoffs	
ERX3434967	1860196	True	321642986	172.908	2130086	151	151	0	151	151	151	151	14.500	37.395	3.837	40	39	36.500	40	186019485	100.000	1240688	35	149.933	1.885	150	150	150	150	15	37.436	3.814	40	39.500	36.500	40	0.00	30.83	18.92	19.16	0.00	31.10	5	24	33	0	6	325166	54632	34235	633	82824	0	14.29	68.57	94.29	0.00	35	1912133	Haemophilus influenzae strain	35	1912133	1865	1917	4	47	1	gold	passed all cutoffs	
ERX3434968	1860196	True	327612922	176.117	2169622	151	151	0	151	151	151	151	13	37.551	3.736	40	39.500	36.500	40	186019468	100.000	1240576	35	149.946	1.547	150	150	150	150	14.500	37.588	3.716	40	39.500	36.500	40	0.00	31.02	19.03	18.89	0.00	31.05	5	10	15	0	2	826479	120317	30035	1123	260350	0	33.33	66.67	100.00	0.00	15	1804755	Haemophilus influenzae strain	15	1804755	1727	1780	4	48	1	gold	passed all cutoffs	
ERX3434969	1860196	True	349245484	187.747	2312884	151	151	0	151	151	151	151	13.500	37.513	3.744	40	39.500	36.500	40	186019640	100.000	1240514	35	149.954	1.358	150	150	150	150	13.500	37.556	3.722	40	39.500	36.500	40	0.00	31.06	19.09	18.78	0.00	31.07	7	14	19	0	4	408777	87051	53630	745	200027	0	33.33	66.67	90.48	0.00	21	1828087	Haemophilus influenzae strain	21	1828087	1732	1785	5	47	1	gold	passed all cutoffs	
ERX3434970	1860196	True	319964470	172.006	2118970	151	151	0	151	151	151	151	14	37.436	3.796	40	39	36.500	40	186019432	100.000	1240538	35	149.951	1.462	150	150	150	150	14.500	37.472	3.779	40	39.500	36.500	40	0.00	30.99	19.17	19.00	0.00	30.84	1	41	65	0	11	197749	26302	12516	517	62732	0	1.39	56.94	90.28	0.00	72	1893779	Haemophilus influenzae strain	72	1893779	1833	1888	4	50	1	gold	passed all cutoffs	
ERX3434971	1860196	True	380120152	204.344	2517352	151	151	0	151	151	151	151	14	37.801	3.564	40	39.500	37	40	186019558	100.000	1240586	36	149.945	1.553	150	150	150	150	14.500	37.840	3.532	40	39.500	37	40	0.00	30.81	18.91	19.09	0.00	31.19	7	18	25	0	4	388045	64608	29584	719	140825	0	25.00	64.29	89.29	0.00	28	1809030	Haemophilus influenzae strain	28	1809030	1727	1783	5	50	1	gold	passed all cutoffs	
ERX3434972	1860196	True	322059444	173.132	2132844	151	151	0	151	151	151	151	15	37.581	3.719	40	39.500	36.500	40	186019732	100.000	1240508	35	149.954	1.342	150	150	150	150	15	37.618	3.698	40	39.500	37	40	0.00	30.97	18.88	19.07	0.00	31.08	10	17	24	0	5	231190	71270	36079	521	147925	0	38.46	65.38	92.31	0.00	26	1853030	Haemophilus influenzae strain	26	1853030	1785	1840	6	48	1	gold	passed all cutoffs	
ERX3434973	1860196	True	297818810	160.101	1972310	151	151	0	151	151	151	151	14.500	37.541	3.719	40	39.500	36.500	40	186019586	100.000	1240508	35	149.954	1.363	150	150	150	150	15.500	37.581	3.695	40	39.500	37	40	0.00	30.80	18.93	19.23	0.00	31.04	7	16	20	0	4	567613	84390	50969	560	133647	0	30.43	69.57	86.96	0.00	23	1940976	Haemophilus influenzae strain	23	1940976	1881	1939	6	51	1	gold	passed all cutoffs	
ERX3434974	1860196	True	313026624	168.276	2073024	151	151	0	151	151	151	151	12.500	37.494	3.758	40	39.500	36.500	40	186019595	100.000	1240712	35	149.930	1.932	150	150	150	150	12.500	37.536	3.735	40	39.500	36.500	40	0.00	30.70	18.81	19.28	0.00	31.22	5	23	31	0	5	352846	54661	34433	585	110819	0	14.29	65.71	88.57	0.00	35	1913168	Haemophilus influenzae strain	35	1913168	1868	1921	5	47	1	gold	passed all cutoffs	
ERX3434975	1860196	True	296868114	159.590	1966014	151	151	0	151	151	151	151	13.500	37.300	3.857	40	39	36.500	40	186019509	100.000	1240726	35	149.928	1.999	150	150	150	150	15	37.351	3.827	40	39	36.500	40	0.00	30.85	18.97	19.10	0.00	31.09	5	25	31	0	5	349833	56163	38310	585	110813	0	14.71	73.53	91.18	0.00	34	1909556	Haemophilus influenzae strain	34	1909556	1868	1918	3	46	1	gold	passed all cutoffs	
ERX3434976	1860196	True	339581786	182.552	2248886	151	151	0	151	151	151	151	13	37.692	3.642	40	39.500	37	40	186019369	100.000	1240582	35	149.945	1.564	150	150	150	150	15.500	37.731	3.619	40	39.500	37	40	0.00	31.17	19.23	18.68	0.00	30.92	3	38	58	0	10	151092	30040	16380	942	63770	0	5.08	64.41	98.31	0.00	59	1772400	Haemophilus influenzae strain	59	1772400	1652	1706	7	46	1	gold	passed all cutoffs	
ERX3434977	1860196	True	329519448	177.142	2182248	151	151	0	151	151	151	151	14.500	37.516	3.751	40	39.500	36.500	40	186019820	100.000	1240480	35	149.958	1.273	150	150	150	150	15	37.552	3.733	40	39.500	36.500	40	0.00	30.83	19.20	18.84	0.00	31.13	6	10	15	0	2	871302	103371	16479	531	285806	0	33.33	55.56	83.33	0.00	18	1860690	Haemophilus influenzae strain	18	1860690	1794	1849	6	48	1	gold	passed all cutoffs	
ERX3434978	1860196	True	359997892	193.527	2384092	151	151	0	151	151	151	151	14	37.494	3.716	40	39.500	36.500	40	186019565	100.000	1240458	36	149.960	1.177	150	150	150	150	14	37.529	3.699	40	39.500	36.500	40	0.00	31.13	18.93	18.92	0.00	31.01	5	12	15	0	3	559970	115370	74120	662	235118	0	31.25	75.00	93.75	0.00	16	1845929	Haemophilus influenzae strain	16	1845929	1774	1829	6	48	1	gold	passed all cutoffs	
ERX3434979	1860196	True	383874012	206.362	2542212	151	151	0	151	151	151	151	14.500	37.510	3.746	40	39.500	36.500	40	186019491	100.000	1240532	35	149.951	1.411	150	150	150	150	14.500	37.550	3.725	40	39.500	36.500	40	0.00	31.13	19.08	18.74	0.00	31.05	5	13	18	0	2	870408	93256	25264	699	194786	0	26.32	68.42	94.74	0.00	19	1771881	Haemophilus influenzae strain	19	1771881	1663	1709	3	42	1	gold	passed all cutoffs	
ERX3434980	1860196	True	358371018	192.652	2373318	151	151	0	151	151	151	151	14.500	37.540	3.741	40	39.500	36.500	40	186019687	100.000	1240564	35	149.948	1.507	150	150	150	150	15.500	37.580	3.718	40	39.500	36.500	40	0.00	31.13	19.08	18.74	0.00	31.05	5	15	20	0	2	643763	84367	38551	699	259298	0	23.81	71.43	95.24	0.00	21	1771714	Haemophilus influenzae strain	21	1771714	1663	1713	3	46	1	gold	passed all cutoffs	
ERX3434981	1860196	True	354884126	190.778	2350226	151	151	0	151	151	151	151	14	37.755	3.582	40	39.500	37	40	186019472	100.000	1240478	35	149.958	1.157	150	150	150	150	15	37.798	3.553	40	39.500	37	40	0.00	30.99	19.12	18.78	0.00	31.11	3	39	61	0	9	187146	28331	13584	648	70658	0	4.55	59.09	92.42	0.00	66	1869871	Haemophilus influenzae strain	66	1869871	1800	1852	6	45	1	gold	passed all cutoffs	
ERX3434982	1860196	True	316101286	169.929	2093386	151	151	0	151	151	151	151	12.500	37.451	3.787	40	39.500	36.500	40	186019422	100.000	1240482	35	149.957	1.236	150	150	150	150	14	37.496	3.763	40	39.500	36.500	40	0.00	31.16	19.06	18.83	0.00	30.95	5	16	24	0	3	509953	66915	15343	547	175082	0	17.86	57.14	85.71	0.00	28	1873620	Haemophilus influenzae strain	28	1873620	1810	1863	5	47	1	gold	passed all cutoffs	
ERX3434983	1860196	True	319614452	171.818	2116652	151	151	0	151	151	151	151	15	37.402	3.825	40	39	36.500	40	186019632	100.000	1240572	35	149.947	1.593	150	150	150	150	15	37.444	3.802	40	39.500	36.500	40	0.00	31.17	19.32	18.74	0.00	30.77	7	18	23	0	4	338847	81135	39180	1259	170738	0	30.43	78.26	100.00	0.00	23	1866123	Haemophilus influenzae strain	23	1866123	1786	1840	4	49	1	gold	passed all cutoffs	
ERX3434984	1860196	True	314510652	169.074	2082852	151	151	0	151	151	151	151	14	37.413	3.789	40	39	36.500	40	186019500	100.000	1240486	35	149.957	1.266	150	150	150	150	14.500	37.456	3.760	40	39	36.500	40	0.00	31.14	19.14	18.71	0.00	31.02	2	41	66	0	10	151834	26234	15121	653	59362	0	2.94	60.29	97.06	0.00	68	1783921	Haemophilus influenzae strain	68	1783921	1679	1731	4	47	1	gold	passed all cutoffs	
ERX3434985	1860196	True	393881084	211.742	2608484	151	151	0	151	151	151	151	14	37.716	3.609	40	39.500	37	40	186019608	100.000	1240540	35	149.951	1.412	150	150	150	150	15	37.761	3.578	40	39.500	37	40	0.00	31.40	19.54	18.46	0.00	30.61	6	16	20	0	3	339248	79322	28017	519	269402	0	26.09	69.57	86.96	0.00	23	1824408	Haemophilus influenzae strain	23	1824408	1709	1762	6	46	1	gold	passed all cutoffs	
ERX3434986	1860196	True	339256230	182.377	2246730	151	151	0	151	151	151	151	15	37.487	3.776	40	39.500	36.500	40	186019681	100.000	1240590	35	149.945	1.629	150	150	150	150	15.500	37.520	3.763	40	39.500	36.500	40	0.00	31.07	19.02	18.98	0.00	30.94	6	17	22	0	2	525845	75094	26118	607	377968	0	25.00	70.83	91.67	0.00	24	1802277	Haemophilus influenzae strain	24	1802277	1716	1771	8	46	1	gold	passed all cutoffs	
ERX3434987	1860196	True	344334360	185.106	2280360	151	151	0	151	151	151	151	15.500	37.531	3.740	40	39.500	36.500	40	186019589	100.000	1240558	35	149.948	1.555	150	150	150	150	15.500	37.575	3.714	40	39.500	36.500	40	0.00	31.22	19.08	18.78	0.00	30.93	7	17	22	0	4	355850	74236	43298	644	146149	0	29.17	70.83	91.67	0.00	24	1781667	Haemophilus influenzae strain	24	1781667	1675	1724	4	44	1	gold	passed all cutoffs	
ERX3434988	1860196	True	355962266	191.357	2357366	151	151	0	151	151	151	151	12	37.605	3.682	40	39.500	37	40	186019612	100.000	1240466	35	149.959	1.206	150	150	150	150	14.500	37.645	3.660	40	39.500	37	40	0.00	30.88	18.97	19.00	0.00	31.15	7	15	19	0	4	332485	98652	53040	1002	210435	0	36.84	78.95	100.00	0.00	19	1874390	Haemophilus influenzae strain	19	1874390	1780	1832	5	46	1	gold	passed all cutoffs	
ERX3434989	1860196	True	317041110	170.434	2099610	151	151	0	151	151	151	151	15	37.535	3.728	40	39.500	36.500	40	186019450	100.000	1240438	35	149.963	1.109	150	150	150	150	15	37.575	3.706	40	39.500	36.500	40	0.00	31.02	18.95	18.98	0.00	31.05	6	15	20	0	3	515949	79773	27760	501	273468	0	26.09	65.22	86.96	0.00	23	1834781	Haemophilus influenzae strain	23	1834781	1715	1770	4	50	1	gold	passed all cutoffs	
ERX3434990	1860196	True	308857212	166.035	2045412	151	151	0	151	151	151	151	14.500	37.489	3.755	40	39.500	36.500	40	186019757	100.000	1240538	37	149.951	1.423	150	150	150	150	15	37.534	3.727	40	39.500	36.500	40	0.00	31.04	19.05	18.83	0.00	31.09	7	19	28	0	5	296235	59608	25968	938	131266	0	23.33	63.33	93.33	0.00	30	1788248	Haemophilus influenzae strain	30	1788248	1673	1732	8	50	1	gold	passed all cutoffs	
ERX3434991	1860196	True	310268458	166.793	2054758	151	151	0	151	151	151	151	14	37.416	3.822	40	39	36.500	40	186019370	100.000	1240562	35	149.948	1.538	150	150	150	150	14.500	37.455	3.803	40	39.500	36.500	40	0.00	31.12	19.02	18.97	0.00	30.88	7	13	18	0	3	371314	93921	46129	914	267114	0	36.84	68.42	94.74	0.00	19	1784515	Haemophilus influenzae strain	19	1784515	1679	1737	6	51	1	gold	passed all cutoffs	
ERX3434992	1860196	True	333465078	179.263	2208378	151	151	0	151	151	151	151	13.500	37.494	3.759	40	39.500	36.500	40	186019517	100.000	1240484	35	149.957	1.282	150	150	150	150	15.500	37.536	3.734	40	39.500	36.500	40	0.00	30.73	18.75	19.22	0.00	31.29	4	9	13	1	1	1196457	142197	38985	1247	1196457	0	30.77	69.23	100.00	7.69	13	1848564	Haemophilus influenzae strain	13	1848564	1760	1812	3	48	1	gold	passed all cutoffs	1
ERX3434993	1860196	True	334503656	179.822	2215256	151	151	0	151	151	151	151	14	37.434	3.791	40	39	36.500	40	186019611	100.000	1240592	35	149.944	1.659	150	150	150	150	15	37.471	3.777	40	39.500	36.500	40	0.00	31.09	19.01	18.90	0.00	30.99	5	18	23	0	3	400786	73089	31717	927	217159	0	20.00	72.00	92.00	0.00	25	1827239	Haemophilus influenzae strain	25	1827239	1733	1787	8	45	1	gold	passed all cutoffs	
ERX3434994	1860196	True	342981098	184.379	2271398	151	151	0	151	151	151	151	12.500	37.650	3.654	40	39.500	37	40	186019804	100.000	1240612	35	149.942	1.627	150	150	150	150	15.500	37.684	3.638	40	39.500	37	40	0.00	30.93	19.26	18.96	0.00	30.85	1	45	67	0	13	171070	25762	14809	502	51555	0	1.35	60.81	90.54	0.00	74	1906456	Haemophilus influenzae strain	74	1906456	1858	1911	5	47	1	gold	passed all cutoffs	
ERX3434995	1860196	True	351568468	188.995	2328268	151	151	0	151	151	151	151	13.500	37.664	3.665	40	39.500	37	40	186019813	100.000	1240692	35	149.932	1.865	150	150	150	150	14	37.706	3.638	40	39.500	37	40	0.00	30.98	19.01	18.84	0.00	31.17	2	40	61	0	10	151154	26332	16380	532	60988	0	2.99	59.70	91.04	0.00	67	1764246	Haemophilus influenzae strain	67	1764246	1652	1710	7	50	1	gold	passed all cutoffs	
ERX3434996	1860196	True	329550554	177.159	2182454	151	151	0	151	151	151	151	14.500	37.670	3.655	40	39.500	37	40	186019697	100.000	1240568	35	149.947	1.530	150	150	150	150	15.500	37.710	3.628	40	39.500	37	40	0.00	31.22	19.12	18.84	0.00	30.82	7	21	28	0	4	324334	59652	26705	572	142608	0	22.58	67.74	90.32	0.00	31	1849241	Haemophilus influenzae strain	31	1849241	1778	1831	4	48	1	gold	passed all cutoffs	
ERX3434997	1860196	True	338086584	181.748	2238984	151	151	0	151	151	151	151	14	37.610	3.682	40	39.500	37	40	186019469	100.000	1240506	35	149.954	1.336	150	150	150	150	14.500	37.648	3.660	40	39.500	37	40	0.00	31.33	18.76	19.21	0.00	30.69	0	65	580	0	113	51126	3692	1834	502	7205	0	0.00	8.12	72.50	0.00	800	2953699	Haemophilus influenzae strain	800	2953699	2610	2665	5	48	2	exclude	Too many contigs (800, expect <= 500)	
ERX3434998	1860196	True	297121492	159.726	1967692	151	151	0	151	151	151	151	14.500	37.377	3.844	40	39	36.500	40	186019682	100.000	1240548	36	149.950	1.483	150	150	150	150	14.500	37.416	3.822	40	39	36.500	40	0.00	30.75	19.01	19.20	0.00	31.04	8	21	32	0	5	304766	53788	22001	729	137960	0	22.22	58.33	88.89	0.00	36	1936396	Haemophilus influenzae strain	36	1936396	1891	1944	4	48	1	gold	passed all cutoffs	
ERX3434999	1860196	True	307674278	165.399	2037578	151	151	0	151	151	151	151	14.500	37.490	3.752	40	39.500	36.500	40	186019535	100.000	1240590	35	149.945	1.630	150	150	150	150	14.500	37.533	3.725	40	39.500	36.500	40	0.00	31.11	19.10	18.82	0.00	30.98	6	21	25	0	4	402122	67633	32148	652	144902	0	22.22	77.78	92.59	0.00	27	1826096	Haemophilus influenzae strain	27	1826096	1740	1794	7	46	1	gold	passed all cutoffs	
ERX3435000	1860196	True	306147366	164.578	2027466	151	151	0	151	151	151	151	14	37.423	3.835	40	39.500	36.500	40	186019645	100.000	1240596	35	149.944	1.668	150	150	150	150	14.500	37.465	3.815	40	39.500	36.500	40	0.00	30.93	18.95	19.04	0.00	31.08	9	21	29	0	6	270351	53911	25073	505	127027	0	26.47	61.76	85.29	0.00	34	1832982	Haemophilus influenzae strain	34	1832982	1752	1806	4	49	1	gold	passed all cutoffs	
ERX3435001	1860196	True	346761232	186.411	2296432	151	151	0	151	151	151	151	14	37.652	3.675	40	39.500	37	40	186019690	100.000	1240692	35	149.932	1.844	150	150	150	150	15	37.691	3.651	40	39.500	37	40	0.00	31.00	19.27	18.81	0.00	30.92	3	37	60	0	12	128369	28814	15434	509	59441	0	4.62	56.92	92.31	0.00	65	1872928	Haemophilus influenzae strain	65	1872928	1821	1880	5	53	1	gold	passed all cutoffs	
ERX3435002	1860196	True	330079960	177.444	2185960	151	151	0	151	151	151	151	14.500	37.534	3.732	40	39.500	36.500	40	186019637	100.000	1240546	35	149.950	1.470	150	150	150	150	14.500	37.572	3.711	40	39.500	36.500	40	0.00	31.14	19.23	18.63	0.00	31.00	6	17	23	0	5	407388	68574	54572	551	112634	0	23.08	65.38	88.46	0.00	26	1782941	Haemophilus influenzae strain	26	1782941	1675	1728	4	48	1	gold	passed all cutoffs	
ERX3435003	1860196	True	356971550	191.900	2364050	151	151	0	151	151	151	151	14.500	37.673	3.653	40	39.500	37	40	186019416	100.000	1240584	35	149.945	1.560	150	150	150	150	15	37.712	3.628	40	39.500	37	40	0.00	30.91	19.06	18.93	0.00	31.10	2	39	51	0	10	146565	32820	18149	726	60604	0	3.64	70.91	92.73	0.00	55	1805120	Haemophilus influenzae strain	55	1805120	1710	1766	4	51	1	gold	passed all cutoffs	
ERX3435004	1860196	True	323999190	174.175	2145690	151	151	0	151	151	151	151	13.500	37.578	3.698	40	39.500	37	40	186019450	100.000	1240568	35	149.947	1.490	150	150	150	150	13.500	37.622	3.672	40	39.500	37	40	0.00	30.87	19.10	19.11	0.00	30.91	7	23	32	0	7	211998	47764	29281	502	101907	0	17.50	57.50	80.00	0.00	40	1910594	Haemophilus influenzae strain	40	1910594	1872	1924	4	47	1	gold	passed all cutoffs	
ERX3435005	1860196	True	295918022	159.079	1959722	151	151	0	151	151	151	151	13.500	37.430	3.803	40	39.500	36.500	40	186019705	100.000	1240540	35	149.951	1.461	150	150	150	150	13.500	37.471	3.777	40	39.500	36.500	40	0.00	30.97	19.11	18.93	0.00	30.98	3	36	54	0	10	136195	32457	15699	512	74716	0	5.08	61.02	91.53	0.00	59	1915014	Haemophilus influenzae strain	59	1915014	1844	1899	6	48	1	gold	passed all cutoffs	
ERX3435006	1860196	True	283856746	152.595	1879846	151	151	0	151	151	151	151	14	37.422	3.819	40	39.500	36.500	40	186019681	100.000	1240726	35	149.928	1.947	150	150	150	150	15	37.469	3.789	40	39.500	36.500	40	0.00	30.93	19.08	19.00	0.00	30.99	4	24	34	0	6	349820	50185	32367	585	79569	0	10.53	63.16	89.47	0.00	38	1907031	Haemophilus influenzae strain	38	1907031	1861	1916	6	48	1	gold	passed all cutoffs	
ERX3435007	1860196	True	302026878	162.363	2000178	151	151	0	151	151	151	151	15	37.678	3.615	40	39.500	37	40	186019547	100.000	1240522	35	149.953	1.376	150	150	150	150	15	37.716	3.595	40	39.500	37	40	0.00	30.83	18.85	19.26	0.00	31.06	7	15	27	0	3	396383	48469	2936	528	279748	0	17.95	38.46	69.23	0.00	39	1890322	Haemophilus influenzae strain	39	1890322	1819	1876	5	51	1	gold	passed all cutoffs	
ERX3435008	1860196	True	296954184	159.636	1966584	151	151	0	151	151	151	151	14.500	37.412	3.806	40	39	36.500	40	186019472	100.000	1240538	35	149.951	1.456	150	150	150	150	14.500	37.453	3.785	40	39.500	36.500	40	0.00	31.00	18.86	19.14	0.00	31.00	9	16	21	0	5	284260	82471	62522	748	138623	0	40.91	72.73	95.45	0.00	22	1814382	Haemophilus influenzae strain	22	1814382	1744	1801	7	49	1	gold	passed all cutoffs	
ERX3435009	1860196	True	350279532	188.302	2319732	151	151	0	151	151	151	151	14	37.596	3.702	40	39.500	37	40	186019606	100.000	1240536	35	149.951	1.419	150	150	150	150	15.500	37.642	3.674	40	39.500	37	40	0.00	30.96	19.07	19.02	0.00	30.95	6	25	35	0	5	258572	52270	22746	505	158317	0	16.67	69.44	97.22	0.00	36	1881751	Haemophilus influenzae strain	36	1881751	1819	1878	8	50	1	gold	passed all cutoffs	
ERX3435010	1860196	True	324635806	174.517	2149906	151	151	0	151	151	151	151	14	37.554	3.719	40	39.500	36.500	40	186019341	100.000	1240564	35	149.947	1.526	150	150	150	150	15.500	37.591	3.702	40	39.500	37	40	0.00	31.12	19.29	18.77	0.00	30.83	4	14	18	0	2	651675	98127	44745	567	299955	0	21.05	73.68	94.74	0.00	19	1864417	Haemophilus influenzae strain	19	1864417	1805	1860	5	49	1	gold	passed all cutoffs	
ERX3435011	1860196	True	359810652	193.426	2382852	151	151	0	151	151	151	151	14	37.689	3.645	40	39.500	37	40	186019546	100.000	1240554	35	149.949	1.508	150	150	150	150	14	37.733	3.616	40	39.500	37	40	0.00	31.10	19.03	18.80	0.00	31.08	5	16	22	0	3	465157	76983	40311	703	188884	0	21.74	69.57	95.65	0.00	23	1770623	Haemophilus influenzae strain	23	1770623	1662	1710	3	44	1	gold	passed all cutoffs	
ERX3435012	1860196	True	322137058	173.174	2133358	151	151	0	151	151	151	151	13	37.492	3.761	40	39.500	36.500	40	186019504	100.000	1240512	36	149.954	1.329	150	150	150	150	14.500	37.540	3.732	40	39.500	36.500	40	0.00	31.01	18.89	18.98	0.00	31.12	6	17	27	0	4	296351	63879	22778	532	253121	0	21.43	60.71	96.43	0.00	28	1788632	Haemophilus influenzae strain	28	1788632	1674	1728	7	46	1	gold	passed all cutoffs	
ERX3435013	1860196	True	315409404	169.557	2088804	151	151	0	151	151	151	151	15.500	37.574	3.691	40	39.500	36.500	40	186019615	100.000	1240520	35	149.953	1.355	150	150	150	150	15.500	37.615	3.667	40	39.500	37	40	0.00	31.02	19.10	18.98	0.00	30.90	6	17	23	0	3	468991	74273	26827	613	207362	0	23.08	65.38	88.46	0.00	26	1931113	Haemophilus influenzae strain	26	1931113	1910	1966	6	49	1	gold	passed all cutoffs	
ERX3435014	1860196	True	297492046	159.925	1970146	151	151	0	151	151	151	151	15	37.379	3.812	40	39	36.500	40	186019718	100.000	1240492	35	149.956	1.328	150	150	150	150	15.500	37.418	3.796	40	39	36.500	40	0.00	31.03	19.18	18.99	0.00	30.79	7	17	21	0	5	436819	80894	53924	560	130270	0	29.17	70.83	87.50	0.00	24	1941458	Haemophilus influenzae strain	24	1941458	1880	1939	9	49	1	gold	passed all cutoffs	
ERX3435015	1860196	True	298442742	160.436	1976442	151	151	0	151	151	151	151	14.500	37.410	3.809	40	39	36.500	40	186019748	100.000	1240626	36	149.940	1.708	150	150	150	150	15.500	37.447	3.794	40	39.500	36.500	40	0.00	30.79	18.95	19.22	0.00	31.04	8	20	26	0	6	212048	67934	53220	636	132387	0	28.57	71.43	92.86	0.00	28	1902160	Haemophilus influenzae strain	28	1902160	1849	1905	4	51	1	gold	passed all cutoffs	
ERX3435016	1860196	True	313881888	168.736	2078688	151	151	0	151	151	151	151	14.500	37.461	3.787	40	39.500	36.500	40	186019504	100.000	1240556	35	149.948	1.509	150	150	150	150	15	37.502	3.767	40	39.500	36.500	40	0.00	31.09	18.97	18.93	0.00	31.01	5	13	18	0	2	528619	93242	27565	644	368744	0	26.32	68.42	94.74	0.00	19	1771612	Haemophilus influenzae strain	19	1771612	1673	1730	5	51	1	gold	passed all cutoffs	
ERX3435017	1860196	True	299640776	161.080	1984376	151	151	0	151	151	151	151	13.500	37.338	3.855	40	39	36.500	40	186019681	100.000	1240456	35	149.961	1.191	150	150	150	150	13.500	37.379	3.834	40	39	36.500	40	0.00	31.06	18.91	18.93	0.00	31.10	6	12	15	0	3	555263	106943	53902	543	286396	0	35.29	70.59	88.24	0.00	17	1818046	Haemophilus influenzae strain	17	1818046	1728	1791	10	52	1	gold	passed all cutoffs	
ERX3435018	1860196	True	323186508	173.738	2140308	151	151	0	151	151	151	151	14	37.628	3.673	40	39.500	37	40	186019732	100.000	1240570	35	149.947	1.526	150	150	150	150	14	37.670	3.648	40	39.500	37	40	0.00	31.26	19.09	18.81	0.00	30.84	6	16	23	0	4	408286	75704	31327	572	138734	0	25.00	66.67	95.83	0.00	24	1816907	Haemophilus influenzae strain	24	1816907	1728	1780	3	48	1	gold	passed all cutoffs	
ERX3435019	1860196	True	373048822	200.542	2470522	151	151	0	151	151	151	151	13.500	37.717	3.630	40	39.500	37	40	186019353	100.000	1240582	36	149.945	1.548	150	150	150	150	14	37.764	3.597	40	39.500	37	40	0.00	30.90	18.77	19.20	0.00	31.14	7	13	20	0	3	401333	87130	27564	593	256916	0	33.33	61.90	95.24	0.00	21	1829734	Haemophilus influenzae strain	21	1829734	1760	1815	4	50	1	gold	passed all cutoffs	
